tag	chr	start	end	ID	Name	Note
8821709	3	8827645	8833588	Os03g16010	Os03g16010	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor%2C putative%2C expressed
8830146	3	8833913	8834377	Os03g16020	Os03g16020	hsp20/alpha crystallin family protein%2C putative%2C expressed
8832468	3	8834823	8835802	Os03g16030	Os03g16030	hsp20/alpha crystallin family protein%2C putative%2C expressed
8832468	3	8838031	8838510	Os03g16040	Os03g16040	hsp20/alpha crystallin family protein%2C putative%2C expressed
8838204	3	8841268	8843069	Os03g16050	Os03g16050	fructose-1%2C6-bisphosphatase%2C putative%2C expressed
8848772	3	8851332	8854444	Os03g16060	Os03g16060	expressed protein
8848772	3	8854463	8859539	Os03g16070	Os03g16070	expressed protein
8859027	3	8865964	8869220	Os03g16080	Os03g16080	mitochondrial carrier protein%2C putative%2C expressed
8864326	3	8870184	8875401	Os03g16090	Os03g16090	LIM domain-containing protein%2C putative%2C expressed
8882428	3	8884166	8889782	Os03g16110	Os03g16110	Ser/Thr protein phosphatase family protein%2C putative%2C expressed
8889295	3	8892154	8895558	Os03g16120	Os03g16120	myosin heavy chain-related%2C putative%2C expressed
8891520	3	8896186	8901979	Os03g16130	Os03g16130	CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases%2C expressed
8899136	3	8902704	8906354	Os03g16140	Os03g16140	digalactosyldiacylglycerol synthase%2C chloroplast precursor%2C putative%2C expressed
8905880	3	8909153	8912958	Os03g16150	Os03g16150	mannose-1-phosphate guanyltransferase%2C putative%2C expressed
8916085	3	8916617	8917153	Os03g16160	Os03g16160	hypothetical protein
8918212	3	8921370	8923437	Os03g16170	Os03g16170	protein phosphatase 2C%2C putative%2C expressed
8921373	3	8931380	8931661	Os03g16200	Os03g16200	hypothetical protein
8935205	3	8938348	8941319	Os03g16210	Os03g16210	tropinone reductase%2C putative%2C expressed
8942262	3	8945063	8947981	Os03g16220	Os03g16220	oxidoreductase%2C short chain dehydrogenase/reductase family domain containing protein%2C expressed
8947567	3	8949956	8952243	Os03g16230	Os03g16230	oxidoreductase%2C short chain dehydrogenase/reductase family protein%2C putative%2C expressed
8956909	3	8963965	8966806	Os03g16260	Os03g16260	protein kinase%2C putative%2C expressed
8964097	3	8968910	8969494	Os03g16270	Os03g16270	expressed protein
8981350	3	8983003	8984181	Os03g16290	Os03g16290	fringe-related protein%2C putative%2C expressed
8994614	3	9006865	9009306	Os03g16320	Os03g16320	expressed protein
8994614	3	9011583	9016580	Os03g16334	Os03g16334	fringe-related protein%2C putative%2C expressed
9016289	3	9022590	9023976	Os03g16350	Os03g16350	DNA binding protein%2C putative%2C expressed
9035045	3	9039563	9041499	Os03g16390	Os03g16390	avr9/Cf-9 rapidly elicited protein%2C putative%2C expressed
9045812	3	9047556	9051458	Os03g16400	Os03g16400	expressed protein
9047344	3	9051855	9052322	Os03g16410	Os03g16410	expressed protein
9063250	3	9064856	9068078	Os03g16430	Os03g16430	RNA polymerase sigma factor%2C putative%2C expressed
9063250	3	9068339	9074062	Os03g16440	Os03g16440	outer membrane protein%2C OMP85 family%2C putative%2C expressed
9072389	3	9074313	9076863	Os03g16450	Os03g16450	pentatricopeptide%2C putative%2C expressed
9072389	3	9075623	9079409	Os03g16460	Os03g16460	expressed protein
9078471	3	9079602	9081544	Os03g16470	Os03g16470	expressed protein
9078471	3	9084475	9085960	Os03g16480	Os03g16480	zinc finger family protein%2C putative%2C expressed
9086830	3	9089779	9092442	Os03g16490	Os03g16490	hypothetical protein
9095699	3	9096263	9098434	Os03g16500	Os03g16500	aspartic proteinase nepenthesin precursor%2C putative%2C expressed
9120060	3	9123826	9124146	Os03g16550	Os03g16550	expressed protein
9122024	3	9131111	9131554	Os03g16560	Os03g16560	expressed protein
9131920	3	9132796	9136698	Os03g16570	Os03g16570	zinc finger%2C C3HC4 type domain containing protein%2C expressed
9137482	3	9138551	9143660	Os03g16580	Os03g16580	expressed protein
9151928	3	9157589	9157885	Os03g16600	Os03g16600	expressed protein
9162118	3	9167558	9170334	Os03g16610	Os03g16610	laccase precursor protein%2C putative%2C expressed
9190239	3	9195509	9197227	Os03g16660	Os03g16660	expressed protein
9194829	3	9202541	9204717	Os03g16670	Os03g16670	haloacid dehalogenase-like hydrolase family protein%2C putative%2C expressed
9209698	3	9217046	9217408	Os03g16680	Os03g16680	hypothetical protein
9217634	3	9218766	9224183	Os03g16690	Os03g16690	oxysterol-binding protein%2C putative%2C expressed
9246118	3	9247331	9252610	Os03g16700	Os03g16700	initiator-binding protein%2C putative%2C expressed
9259647	3	9259812	9260747	Os03g16709	Os03g16709	expressed protein
9263160	3	9266217	9269866	Os03g16730	Os03g16730	expressed protein
9264023	3	9269491	9273582	Os03g16740	Os03g16740	protein kinase APK1A%2C chloroplast precursor%2C putative%2C expressed
9281658	3	9285328	9288857	Os03g16760	Os03g16760	protein phosphatase 2C%2C putative%2C expressed
9290839	3	9293804	9295113	Os03g16770	Os03g16770	hypothetical protein
9293309	3	9296798	9300002	Os03g16780	Os03g16780	ankyrin repeat family protein%2C putative%2C expressed
9305273	3	9307510	9312680	Os03g16790	Os03g16790	DHHC zinc finger domain containing protein%2C expressed
9305273	3	9313676	9316712	Os03g16800	Os03g16800	clathrin assembly protein%2C putative%2C expressed
9321771	3	9325760	9326017	Os03g16812	Os03g16812	expressed protein
9324225	3	9329407	9335088	Os03g16824	Os03g16824	spotted leaf 11%2C putative%2C expressed
9344198	3	9346841	9347747	Os03g16840	Os03g16840	expressed protein
9355704	3	9359466	9360935	Os03g16850	Os03g16850	dof zinc finger domain containing protein%2C putative%2C expressed
9368257	3	9370159	9373083	Os03g16860	Os03g16860	DnaK family protein%2C putative%2C expressed
9372015	3	9373153	9375798	Os03g16870	Os03g16870	expressed protein
9372015	3	9375951	9377728	Os03g16874	Os03g16874	expressed protein
9376313	3	9377892	9382592	Os03g16880	Os03g16880	DnaK family protein%2C putative%2C expressed
9382784	3	9382925	9387439	Os03g16890	Os03g16890	N-acetylglucosaminyltransferase%2C putative%2C expressed
9388647	3	9392253	9395747	Os03g16900	Os03g16900	rab GDP dissociation inhibitor alpha%2C putative%2C expressed
9395305	3	9402623	9405556	Os03g16910	Os03g16910	SLT1 protein%2C putative%2C expressed
9408902	3	9411494	9416082	Os03g16920	Os03g16920	DnaK family protein%2C putative%2C expressed
9417318	3	9418863	9419832	Os03g16940	Os03g16940	glyoxalase family protein%2C putative%2C expressed
9417318	3	9421689	9422925	Os03g16950	Os03g16950	cysteine-rich repeat secretory protein 55 precursor%2C putative%2C expressed
9424061	3	9425490	9426843	Os03g16960	Os03g16960	cysteine-rich repeat secretory protein 55 precursor%2C putative%2C expressed
9430609	3	9433818	9434456	Os03g16970	Os03g16970	expressed protein
9434163	3	9436483	9440656	Os03g16980	Os03g16980	NAD dependent epimerase/dehydratase family domain containing protein%2C expressed
9437918	3	9440979	9441694	Os03g16990	Os03g16990	expressed protein
9442241	3	9445273	9448703	Os03g17000	Os03g17000	NAD dependent epimerase/dehydratase family domain containing protein%2C expressed
9447540	3	9449305	9453103	Os03g17010	Os03g17010	RNA recognition motif containing protein%2C putative%2C expressed
9450953	3	9454830	9458933	Os03g17020	Os03g17020	GTPase-activating protein%2C putative%2C expressed
9454438	3	9461141	9465513	Os03g17030	Os03g17030	polyadenylate-binding protein%2C putative%2C expressed
9474351	3	9478467	9479158	Os03g17040	Os03g17040	expressed protein
9474351	3	9480106	9489032	Os03g17050	Os03g17050	expressed protein
9485048	3	9489422	9490866	Os03g17060	Os03g17060	RNA recognition motif containing protein%2C putative%2C expressed
9485048	3	9491414	9492494	Os03g17070	Os03g17070	ATP synthase B chain%2C chloroplast precursor%2C putative%2C expressed
9489792	3	9492890	9497494	Os03g17084	Os03g17084	Core histone H2A/H2B/H3/H4 domain containing protein%2C putative%2C expressed
9492364	3	9498900	9499826	Os03g17100	Os03g17100	Core histone H2A/H2B/H3/H4 domain containing protein%2C putative%2C expressed
9506438	3	9506731	9510937	Os03g17120	Os03g17120	arginine biosynthesis bifunctional protein argJ 1%2C putative%2C expressed
9511229	3	9513353	9518158	Os03g17130	Os03g17130	bHelix-loop-helix transcription factor%2C putative%2C expressed
9512785	3	9519883	9521111	Os03g17140	Os03g17140	expressed protein
9520504	3	9524919	9525850	Os03g17150	Os03g17150	ZOS3-09 - C2H2 zinc finger protein%2C expressed
9541957	3	9546132	9550718	Os03g17164	Os03g17164	kinesin-related protein%2C putative%2C expressed
9546806	3	9553185	9555231	Os03g17170	Os03g17170	zinc finger%2C C3HC4 type domain containing protein%2C expressed
9552354	3	9555524	9557435	Os03g17174	Os03g17174	PsbP%2C putative%2C expressed
9552354	3	9557459	9566526	Os03g17180	Os03g17180	ABC transporter%2C ATP-binding protein%2C putative%2C expressed
9572796	3	9575542	9576332	Os03g17200	Os03g17200	plant-specific domain TIGR01589 family protein%2C expressed
9588022	3	9591835	9598834	Os03g17210	Os03g17210	expressed protein
9591849	3	9599365	9601109	Os03g17220	Os03g17220	dirigent%2C putative%2C expressed
9596138	3	9600151	9603553	Os03g17230	Os03g17230	NAD dependent epimerase/dehydratase family domain containing protein%2C expressed
9602639	3	9605153	9608438	Os03g17240	Os03g17240	ankyrin repeat-containing protein%2C putative%2C expressed
9607430	3	9610117	9613300	Os03g17250	Os03g17250	ankyrin repeat-containing protein%2C putative%2C expressed
9612912	3	9617509	9618969	Os03g17260	Os03g17260	expressed protein
9615671	3	9619834	9628261	Os03g17270	Os03g17270	expressed protein
9621734	3	9628803	9632061	Os03g17280	Os03g17280	expressed protein
9621734	3	9632645	9636759	Os03g17300	Os03g17300	TKL_IRAK_CrRLK1L-1.7 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog%2C expressed
9621734	3	9632645	9642093	Os03g17310	Os03g17310	calcium-transporting ATPase%2C endoplasmic reticulum-type%2C putative%2C expressed
9643319	3	9645540	9646541	Os03g17330	Os03g17330	expressed protein
9643319	3	9646750	9651687	Os03g17340	Os03g17340	expressed protein
9649459	3	9654330	9657056	Os03g17350	Os03g17350	white-brown complex homolog protein%2C putative%2C expressed
9656387	3	9658501	9659643	Os03g17359	Os03g17359	expressed protein
9661955	3	9664896	9667193	Os03g17370	Os03g17370	white-brown complex homolog protein%2C putative%2C expressed
9666909	3	9668191	9668694	Os03g17380	Os03g17380	expressed protein
9677009	3	9680890	9685865	Os03g17410	Os03g17410	expressed protein
9690388	3	9695042	9695761	Os03g17426	Os03g17426	expressed protein
9696427	3	9699177	9700391	Os03g17432	Os03g17432	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16%2C putative%2C expressed
9696427	3	9700359	9703425	Os03g17440	Os03g17440	expressed protein
9702203	3	9703689	9707179	Os03g17450	Os03g17450	nucleotide binding protein%2C putative%2C expressed
9702203	3	9708206	9710092	Os03g17460	Os03g17460	IN2-1 protein%2C putative%2C expressed
9708362	3	9712370	9714748	Os03g17470	Os03g17470	IN2-1 protein%2C putative%2C expressed
9714017	3	9717252	9719907	Os03g17480	Os03g17480	IN2-1 protein%2C putative%2C expressed
9716123	3	9721925	9725008	Os03g17490	Os03g17490	expressed protein
9719048	3	9725271	9727544	Os03g17500	Os03g17500	expressed protein
9730288	3	9730414	9732973	Os03g17510	Os03g17510	pentatricopeptide%2C putative%2C expressed
9732880	3	9733146	9737565	Os03g17520	Os03g17520	CDP-alcohol phosphatidyltransferase%2C putative%2C expressed
9732880	3	9739025	9739582	Os03g17530	Os03g17530	expressed protein
9736226	3	9743501	9751248	Os03g17540	Os03g17540	TBC domain containing protein%2C expressed
9748124	3	9751680	9755757	Os03g17550	Os03g17550	serine/threonine-protein kinase%2C putative%2C expressed
9751608	3	9757006	9759331	Os03g17560	Os03g17560	expressed protein
9751608	3	9759479	9768690	Os03g17570	Os03g17570	response regulator receiver domain containing protein%2C expressed
9777396	3	9781434	9782590	Os03g17580	Os03g17580	ribosomal protein L10%2C putative%2C expressed
9777396	3	9783786	9788821	Os03g17590	Os03g17590	cat eye syndrome critical region protein 5 precursor%2C putative%2C expressed
9784589	3	9788873	9791862	Os03g17600	Os03g17600	expressed protein
9793222	3	9797352	9799915	Os03g17610	Os03g17610	OsTOP6A3 - Topoisomerase 6 subunit A homolog 3%2C expressed
9793222	3	9797352	9822129	Os03g17634	Os03g17634	PPR repeat domain containing protein%2C putative%2C expressed
9818331	3	9822716	9826979	Os03g17660	Os03g17660	expressed protein
9820246	3	9828148	9828898	Os03g17670	Os03g17670	expressed protein
9831273	3	9832662	9833183	Os03g17680	Os03g17680	expressed protein
9842897	3	9843327	9846747	Os03g17690	Os03g17690	OsAPx1 - Cytosolic Ascorbate Peroxidase encoding gene 1-8%2C expressed
9842897	3	9847700	9850473	Os03g17700	Os03g17700	CGMC_MAPKCGMC_2_ERK.2 - CGMC includes CDA%2C MAPK%2C GSK3%2C and CLKC kinases%2C expressed
9848427	3	9852711	9856043	Os03g17710	Os03g17710	splicing factor%2C arginine/serine-rich%2C putative%2C expressed
9853814	3	9860450	9860872	Os03g17720	Os03g17720	expressed protein
9860579	3	9863815	9868777	Os03g17730	Os03g17730	P-protein%2C putative%2C expressed
9866870	3	9872205	9876595	Os03g17740	Os03g17740	transporter%2C putative%2C expressed
9874510	3	9877003	9877391	Os03g17750	Os03g17750	expressed protein
9874510	3	9878025	9880930	Os03g17760	Os03g17760	RNA recognition motif containing protein%2C putative%2C expressed
9884232	3	9890412	9891425	Os03g17770	Os03g17770	expressed protein
9890337	3	9893421	9896633	Os03g17780	Os03g17780	WD domain%2C G-beta repeat domain containing protein%2C expressed
9896839	3	9899758	9900400	Os03g17790	Os03g17790	OsRCI2-5 - Putative low temperature and salt responsive protein%2C expressed
9900793	3	9904420	9907008	Os03g17800	Os03g17800	phosphatidylinositol transfer protein alpha isoform%2C putative%2C expressed
9912291	3	9915938	9917286	Os03g17810	Os03g17810	DUF260 domain containing protein%2C putative%2C expressed
9918939	3	9921045	9922834	Os03g17820	Os03g17820	hypothetical protein
9932142	3	9933582	9940058	Os03g17840	Os03g17840	expressed protein
9943248	3	9946381	9952426	Os03g17850	Os03g17850	glycosyltransferase family 43 protein%2C putative%2C expressed
9948184	3	9952788	9955138	Os03g17860	Os03g17860	OsPDIL5-1  protein disulfide isomerase PDIL5-1%2C expressed
9951950	3	9957429	9958013	Os03g17870	Os03g17870	metallothionein%2C putative%2C expressed
9957504	3	9960708	9961503	Os03g17880	Os03g17880	expressed protein
9964420	3	9965373	9965781	Os03g17890	Os03g17890	expressed protein
9969086	3	9972495	9977764	Os03g17900	Os03g17900	hydrolase%2C alpha/beta fold family protein%2C putative%2C expressed
9974060	3	9978906	9981030	Os03g17910	Os03g17910	kinesin like protein%2C putative%2C expressed
9976420	3	9981239	9986677	Os03g17920	Os03g17920	RNA pseudouridine synthase%2C putative%2C expressed
9986822	3	9987160	9990388	Os03g17930	Os03g17930	alpha-taxilin%2C putative%2C expressed
9986822	3	9990512	9993307	Os03g17940	Os03g17940	phosphatase%2C putative%2C expressed
9992907	3	9994917	9998913	Os03g17950	Os03g17950	expressed protein
9996339	3	9999633	10002142	Os03g17960	Os03g17960	expressed protein
9997726	3	10003190	10003644	Os03g17970	Os03g17970	expressed protein
9997726	3	10006387	10012024	Os03g17980	Os03g17980	CAMK_KIN1/SNF1/Nim1_like_AMPKh.2 - CAMK includes calcium/calmodulin depedent protein kinases%2C expressed
10013941	3	10016468	10019739	Os03g17990	Os03g17990	Yip1 domain containing protein%2C expressed
10022278	3	10024221	10024787	Os03g18000	Os03g18000	phosphoinositide-specific phospholipase C%2C putative%2C expressed
10022278	3	10025401	10027931	Os03g18010	Os03g18010	phospholipase C%2C putative%2C expressed
10027545	3	10028105	10029116	Os03g18020	Os03g18020	rhodanese-like family protein%2C putative%2C expressed
10027545	3	10038840	10044429	Os03g18030	Os03g18030	leucoanthocyanidin dioxygenase%2C putative%2C expressed
10038932	3	10044705	10045796	Os03g18040	Os03g18040	expressed protein
10051503	3	10057658	10058281	Os03g18050	Os03g18050	OsSAUR13 - Auxin-responsive SAUR gene family member%2C expressed
10078603	3	10080248	10083451	Os03g18070	Os03g18070	omega-3 fatty acid desaturase%2C chloroplast precursor%2C putative%2C expressed
10088682	3	10090149	10097873	Os03g18080	Os03g18080	SacI homology domain containing protein%2C expressed
10097627	3	10100521	10100940	Os03g18090	Os03g18090	expressed protein
10097627	3	10102014	10102703	Os03g18100	Os03g18100	hypothetical protein
10101886	3	10105981	10108026	Os03g18110	Os03g18110	 proteins of unknown function domain containing protein%2C putative%2C expressed
10114510	3	10116219	10120924	Os03g18120	Os03g18120	 proteins of unknown function domain containing protein%2C expressed
10117109	3	10119873	10124384	Os03g18130	Os03g18130	asparagine synthetase%2C putative%2C expressed
10142501	3	10147977	10153118	Os03g18140	Os03g18140	expressed protein
10160005	3	10163441	10165477	Os03g18150	Os03g18150	protein phosphatase 2C%2C putative%2C expressed
10171390	3	10171789	10174514	Os03g18160	Os03g18160	mitochondrial carrier protein%2C putative%2C expressed
10177849	3	10184582	10187474	Os03g18170	Os03g18170	STE_MEKK_ste11_MAP3K.13 - STE kinases include homologs to sterile 7%2C sterile 11 and sterile 20 from yeast%2C expressed
10182136	3	10187429	10190331	Os03g18180	Os03g18180	ranBP1 domain containing protein%2C expressed
10189835	3	10192116	10202141	Os03g18190	Os03g18190	importin subunit beta%2C putative%2C expressed
10198720	3	10204819	10210306	Os03g18200	Os03g18200	heat shock protein DnaJ%2C putative%2C expressed
10208116	3	10212391	10215769	Os03g18210	Os03g18210	basic helix-loop-helix%2C putative%2C expressed
10215065	3	10217796	10220748	Os03g18220	Os03g18220	pyruvate decarboxylase isozyme 2%2C putative%2C expressed
10219897	3	10224027	10225034	Os03g18230	Os03g18230	expressed protein
10228774	3	10230612	10231357	Os03g18250	Os03g18250	expressed protein
10228774	3	10233499	10234410	Os03g18260	Os03g18260	expressed protein
10229910	3	10235548	10240442	Os03g18264	Os03g18264	expressed protein
10240611	3	10241249	10246039	Os03g18270	Os03g18270	expressed protein
10249775	3	10252143	10254061	Os03g18290	Os03g18290	expressed protein
10251105	3	10255348	10257715	Os03g18300	Os03g18300	chloroplast unusual positioning protein%2C putative%2C expressed
10256650	3	10258610	10271173	Os03g18310	Os03g18310	6PF-2-K/Fru-2%2C6-P2ASE liver isozyme%2C putative%2C expressed
10267257	3	10271289	10271774	Os03g18320	Os03g18320	expressed protein
10270141	3	10274876	10275520	Os03g18330	Os03g18330	transcription factor like protein%2C putative%2C expressed
10270141	3	10277042	10277809	Os03g18340	Os03g18340	transcription factor like protein%2C putative%2C expressed
10274452	3	10279741	10283019	Os03g18350	Os03g18350	importin subunit beta%2C putative%2C expressed
10278713	3	10286812	10291004	Os03g18360	Os03g18360	BTBT1 - Bric-a-Brac%2C Tramtrack%2C Broad Complex BTB domain with tetratricopeptide repeats%2C expressed
10291728	3	10292291	10295670	Os03g18370	Os03g18370	MRH1%2C putative%2C expressed
10291728	3	10298971	10305413	Os03g18380	Os03g18380	ubiquitin-activating enzyme%2C putative%2C expressed
10302833	3	10312269	10313422	Os03g18390	Os03g18390	hypothetical protein
10302833	3	10314246	10316826	Os03g18400	Os03g18400	expressed protein
10314736	3	10320222	10324857	Os03g18410	Os03g18410	DNA-directed RNA polymerase subunit%2C putative%2C expressed
10322435	3	10324916	10330596	Os03g18420	Os03g18420	CHCH domain containing protein%2C expressed
10326963	3	10333211	10336943	Os03g18430	Os03g18430	protein kinase%2C putative%2C expressed
10341575	3	10344944	10356075	Os03g18440	Os03g18440	expressed protein
10349474	3	10354623	10359349	Os03g18454	Os03g18454	gamma-interferon-inducible lysosomal thiol reductase precursor%2C putative%2C expressed
10355949	3	10359847	10361451	Os03g18470	Os03g18470	expressed protein
10355949	3	10362913	10365264	Os03g18480	Os03g18480	MYB family transcription factor%2C putative%2C expressed
10360461	3	10366999	10368090	Os03g18490	Os03g18490	RPGR%2C putative%2C expressed
10364862	3	10368888	10372608	Os03g18500	Os03g18500	mitochondrial import inner membrane translocase subunit Tim17%2C putative%2C expressed
10370877	3	10372800	10376042	Os03g18510	Os03g18510	expressed protein
10370877	3	10376685	10379534	Os03g18520	Os03g18520	glucan endo-1%2C3-beta-glucosidase 9 precursor%2C putative%2C expressed
10377040	3	10380090	10380764	Os03g18530	Os03g18530	ECAGL1 - ECA1 gametogenesis related family protein precursor%2C expressed
10377040	3	10381358	10387602	Os03g18540	Os03g18540	expressed protein
10387898	3	10387991	10390923	Os03g18550	Os03g18550	mitochondrial carrier protein%2C putative%2C expressed
10387898	3	10391657	10392766	Os03g18560	Os03g18560	DUF538 domain containing protein%2C putative%2C expressed
10390858	3	10393654	10395829	Os03g18570	Os03g18570	40S ribosomal protein S7%2C putative%2C expressed
10395376	3	10398117	10399770	Os03g18580	Os03g18580	40S ribosomal protein S7%2C putative%2C expressed
10395376	3	10400748	10404295	Os03g18590	Os03g18590	malonyl CoA-acyl carrier protein transacylase%2C mitochondrial precursor%2C putative%2C expressed
10415513	3	10418634	10419919	Os03g18600	Os03g18600	cyclase/dehydrase family protein%2C putative%2C expressed
10426025	3	10428927	10433732	Os03g18620	Os03g18620	PPR repeat domain containing protein%2C putative%2C expressed
10428315	3	10437714	10440502	Os03g18630	Os03g18630	receptor-like kinase RHG1%2C putative%2C expressed
10439943	3	10443252	10446023	Os03g18640	Os03g18640	laccase precursor protein%2C putative%2C expressed
10446197	3	10452251	10453278	Os03g18660	Os03g18660	expressed protein
10446197	3	10453575	10455059	Os03g18670	Os03g18670	expressed protein
10454454	3	10456984	10459670	Os03g18680	Os03g18680	membrane associated DUF588 domain containing protein%2C putative%2C expressed
10454454	3	10462452	10466249	Os03g18690	Os03g18690	26S protease regulatory subunit 4%2C putative%2C expressed
10463913	3	10467371	10469883	Os03g18700	Os03g18700	expressed protein
10465919	3	10470672	10477048	Os03g18710	Os03g18710	expressed protein
10477191	3	10478135	10482626	Os03g18720	Os03g18720	RNA recognition motif containing protein%2C putative%2C expressed
10481864	3	10484299	10484871	Os03g18729	Os03g18729	expressed protein
10495574	3	10502015	10503455	Os03g18740	Os03g18740	oxidoreductase%2C short chain dehydrogenase/reductase family%2C putative%2C expressed
10509927	3	10510829	10511211	Os03g18750	Os03g18750	hypothetical protein
10509927	3	10513576	10514178	Os03g18760	Os03g18760	hypothetical protein
10509927	3	10517108	10518361	Os03g18770	Os03g18770	wound-induced protein WI12%2C putative%2C expressed
10518618	3	10518910	10520197	Os03g18779	Os03g18779	expressed protein
10519922	3	10525758	10531377	Os03g18790	Os03g18790	SAG20%2C putative%2C expressed
10539555	3	10542847	10546261	Os03g18810	Os03g18810	aminotransferase%2C classes I and II%2C domain containing protein%2C expressed
10542531	3	10547028	10549514	Os03g18820	Os03g18820	glycosyltransferase%2C putative%2C expressed
10547192	3	10551741	10556172	Os03g18830	Os03g18830	programmed cell death protein 2%2C putative%2C expressed
10552544	3	10556232	10561845	Os03g18840	Os03g18840	NUC189 domain containing protein%2C expressed
10558534	3	10562231	10563279	Os03g18850	Os03g18850	pathogenesis-related Bet v I family protein%2C putative%2C expressed
10562932	3	10564710	10566806	Os03g18860	Os03g18860	pectinesterase%2C putative%2C expressed
10566340	3	10571639	10573269	Os03g18870	Os03g18870	heat shock protein DnaJ%2C putative%2C expressed
10574627	3	10583980	10586026	Os03g18890	Os03g18890	glycosyl transferase 8 domain containing protein%2C putative%2C expressed
10597172	3	10598952	10601530	Os03g18910	Os03g18910	COBRA-like protein 7 precursor%2C putative%2C expressed
10600875	3	10604976	10605549	Os03g18930	Os03g18930	hypothetical protein
10603912	3	10606874	10612264	Os03g18940	Os03g18940	exonuclease%2C putative%2C expressed
10609161	3	10613535	10615583	Os03g18950	Os03g18950	zinc finger C-x8-C-x5-C-x3-H type family protein%2C expressed
10615529	3	10617883	10620525	Os03g18960	Os03g18960	calmodulin binding protein%2C putative%2C expressed
10619363	3	10621702	10625411	Os03g18970	Os03g18970	protein phosphotase protein%2C putative%2C expressed
10624688	3	10630061	10635779	Os03g18980	Os03g18980	kinesin motor domain containing protein%2C expressed
10637590	3	10643568	10645277	Os03g18990	Os03g18990	expressed protein
10639517	3	10645800	10646902	Os03g19000	Os03g19000	peroxisomal biogenesis factor 11%2C putative%2C expressed
10647629	3	10647659	10648869	Os03g19010	Os03g19010	peroxisomal biogenesis factor 11%2C putative%2C expressed
10651116	3	10651192	10655656	Os03g19020	Os03g19020	PHD-finger family protein%2C expressed
10655557	3	10661190	10661954	Os03g19030	Os03g19030	expressed protein
10655557	3	10662390	10663805	Os03g19040	Os03g19040	expressed protein
10655557	3	10672583	10674058	Os03g19059	Os03g19059	anaphase-promoting complex subunit 11%2C putative%2C expressed
10672634	3	10677696	10678947	Os03g19070	Os03g19070	long cell-linked locus protein%2C putative%2C expressed
10677275	3	10684315	10688955	Os03g19080	Os03g19080	expressed protein
10690021	3	10692291	10693924	Os03g19090	Os03g19090	expressed protein
10705147	3	10707200	10713015	Os03g19120	Os03g19120	MYB family transcription factor%2C putative%2C expressed
10737834	3	10748551	10749553	Os03g19170	Os03g19170	GCRP7 - Glycine and cysteine rich family protein precursor%2C expressed
10749226	3	10750143	10751086	Os03g19180	Os03g19180	GCRP8 - Glycine and cysteine rich family protein precursor%2C putative%2C expressed
10752345	3	10752594	10759931	Os03g19190	Os03g19190	TOPBP1C - Similar to DNA replication protein TOPBP1 from%2C expressed
10764595	3	10772280	10775798	Os03g19200	Os03g19200	DNAJ heat shock N-terminal domain-containing protein%2C putative%2C expressed
10793366	3	10796536	10796763	Os03g19210	Os03g19210	hypothetical protein
10800011	3	10804093	10806772	Os03g19220	Os03g19220	expressed protein
10814761	3	10814896	10815453	Os03g19230	Os03g19230	expressed protein
10814761	3	10816007	10820325	Os03g19240	Os03g19240	AMP-binding enzyme%2C putative%2C expressed
10822113	3	10824053	10827491	Os03g19250	Os03g19250	AMP-binding enzyme%2C putative%2C expressed
10825054	3	10831259	10832340	Os03g19260	Os03g19260	expressed protein
10834992	3	10839437	10840785	Os03g19270	Os03g19270	universal stress protein domain containing protein%2C putative%2C expressed
10834992	3	10841438	10842514	Os03g19275	Os03g19275	expressed protein
10839743	3	10843228	10847661	Os03g19280	Os03g19280	argininosuccinate lyase%2C putative%2C expressed
10847773	3	10848474	10850026	Os03g19290	Os03g19290	mitochondrial import inner membrane translocase subunit Tim17%2C putative%2C expressed
10847773	3	10850794	10853954	Os03g19300	Os03g19300	peptide chain release factor protein%2C putative%2C expressed
10850869	3	10854011	10855742	Os03g19310	Os03g19310	glycosyltransferase%2C putative%2C expressed
10854370	3	10861086	10862553	Os03g19320	Os03g19320	expressed protein
10856059	3	10864693	10866273	Os03g19330	Os03g19330	glycosyltransferase%2C putative%2C expressed
10862725	3	10866498	10883045	Os03g19340	Os03g19340	WD domain%2C G-beta repeat domain containing protein%2C expressed
10880952	3	10887716	10898989	Os03g19350	Os03g19350	OsLonP1 - Putative Lon protease homologue%2C expressed
10900682	3	10905602	10907007	Os03g19370	Os03g19370	CPuORF4 - conserved peptide uORF-containing transcript%2C expressed
10900682	3	10906290	10906811	Os03g19375	Os03g19375	expressed protein
10905019	3	10910540	10911544	Os03g19380	Os03g19380	calvin cycle protein CP12%2C putative%2C expressed
10905019	3	10911693	10913611	Os03g19390	Os03g19390	TENA/THI-4 family protein%2C putative%2C expressed
10911941	3	10913761	10916716	Os03g19400	Os03g19400	expressed protein
10914034	3	10918319	10925988	Os03g19410	Os03g19410	OsPOP7 - Putative Prolyl Oligopeptidase homologue%2C expressed
10922797	3	10926469	10927950	Os03g19420	Os03g19420	nicotianamine synthase%2C putative%2C expressed
10922797	3	10929483	10930895	Os03g19427	Os03g19427	nicotianamine synthase%2C putative%2C expressed
