chrom	start	end	cluster	label
1	23322655	23326042	3	1
1	23325259	23326761	0	6
1	23325259	23326761	3	8
1	23326050	23329770	1	6
1	23326050	23329770	3	7
1	23326768	23330490	4	8
1	23329809	23331030	3	6
1	23330497	23333057	1	3
1	23331042	23335238	0	3
1	23331042	23335238	1	6
1	23333196	23337564	2	8
1	23335239	23338466	2	8
1	23337626	23339539	0	1
1	23337626	23339539	3	8
1	23338476	23340638	2	6
1	23338476	23340638	3	8
1	23339547	23343289	0	4
1	23339547	23343289	1	8
1	23340641	23346893	1	4
1	23343293	23348723	0	1
1	23343293	23348723	3	1
1	23346901	23350301	0	1
1	23348726	23352954	0	8
1	23348726	23352954	1	4
1	23350306	23354005	0	9
1	23352981	23358297	0	1
1	23354012	23360606	0	1
1	23354012	23360606	1	8
1	23358313	23362727	0	1
1	23358313	23362727	1	8
1	23360625	23366050	0	4
1	23360625	23366050	2	8
1	23362752	23368165	0	8
1	23362752	23368165	3	6
1	23366230	23375408	1	8
1	23366230	23375408	4	1
1	23366230	23375408	5	6
1	23368275	23379312	0	9
1	23368275	23379312	2	6
1	23375414	23381762	2	1
1	23379372	23384658	0	9
1	23379372	23384658	1	1
1	23381821	23386551	1	3
1	23384694	23388157	0	9
1	23384694	23388157	1	1
1	23386563	23389937	0	9
1	23388162	23393468	0	9
1	23389942	23396853	1	3
1	23393472	23398152	1	3
1	23396858	23398938	0	1
1	23396858	23398938	1	3
1	23398163	23402406	0	1
1	23398163	23402406	1	9
1	23398163	23402406	2	6
1	23399402	23403418	0	1
1	23399402	23403418	2	8
1	23402419	23405998	0	5
1	23402419	23405998	2	8
1	23403420	23410512	0	1
1	23403420	23410512	2	8
1	23403420	23410512	4	6
1	23406326	23412118	3	8
1	23406326	23412118	4	5
1	23410531	23414057	0	1
1	23410531	23414057	2	8
1	23410531	23414057	4	6
1	23412126	23417477	2	8
1	23412126	23417477	4	6
1	23414243	23430992	2	8
1	23414243	23430992	4	1
1	23417627	23432888	1	8
1	23417627	23432888	4	6
1	23430999	23434348	1	8
1	23430999	23434348	2	6
1	23432905	23439757	0	1
1	23432905	23439757	2	8
1	23434441	23440560	0	4
1	23434441	23440560	3	8
1	23439802	23441347	0	4
1	23439802	23441347	2	1
1	23440589	23447075	2	1
1	23441406	23447667	0	4
1	23441406	23447667	2	8
1	23447095	23448312	3	8
1	23447673	23449946	0	4
1	23447673	23449946	1	8
1	23448340	23456755	3	8
1	23449971	23463882	2	8
1	23456760	23465252	2	8
1	23463888	23466042	3	8
1	23465268	23471191	0	1
1	23465268	23471191	2	8
1	23465268	23471191	3	6
1	23466046	23471874	0	4
1	23466046	23471874	2	8
1	23471262	23472443	3	8
1	23471981	23473055	3	8
1	23472539	23473747	2	6
1	23472539	23473747	3	8
1	23473090	23474295	3	8
1	23473090	23474295	4	6
1	23473808	23484371	3	8
1	23473808	23484371	4	6
1	23474345	23484983	4	8
1	23474345	23484983	5	1
1	23484397	23485495	0	1
1	23484397	23485495	2	6
1	23484397	23485495	3	8
1	23485041	23486046	3	8
1	23485571	23486663	3	8
1	23486058	23487284	3	8
1	23486666	23487793	4	8
1	23487295	23488269	4	8
1	23487800	23488877	0	0
1	23487800	23488877	3	8
1	23488317	23489624	3	8
1	23488988	23490771	1	8
1	23488988	23490771	2	6
1	23489636	23491420	2	8
1	23489636	23491420	3	6
1	23490774	23492245	2	8
1	23490774	23492245	4	6
1	23491422	23499111	2	8
1	23492278	23501320	2	8
1	23499115	23509600	0	1
1	23499115	23509600	1	0
1	23499115	23509600	4	6
1	23501405	23511504	0	9
1	23501405	23511504	2	4
1	23509627	23513042	3	8
1	23511575	23513513	0	4
1	23511575	23513513	3	8
1	23513057	23513999	0	4
1	23513057	23513999	3	8
1	23513523	23515297	0	4
1	23513523	23515297	3	8
1	23514009	23521453	3	8
1	23516266	23523281	3	8
1	23521474	23523911	2	8
1	23523293	23524445	2	8
1	23523966	23525096	2	8
1	23524523	23526709	0	1
1	23524523	23526709	2	8
1	23525152	23528408	2	8
1	23526718	23531637	2	8
1	23528412	23541313	2	8
1	23532147	23542904	2	3
1	23532147	23542904	4	8
1	23541878	23550570	1	2
1	23541878	23550570	3	8
1	23541878	23550570	5	1
1	23541878	23550570	8	1
1	23550574	23552594	1	9
1	23551345	23554329	3	8
1	23552595	23555665	2	3
1	23552595	23555665	4	8
1	23554330	23556668	2	2
1	23554330	23556668	3	8
1	23555668	23560185	1	3
1	23555668	23560185	3	8
1	23556698	23569020	3	8
1	23560186	23571358	4	8
1	23569067	23573304	4	8
1	23571423	23575055	0	0
1	23571423	23575055	2	6
1	23573325	23576837	0	1
1	23573325	23576837	1	8
1	23575077	23579294	3	8
1	23576887	23582041	3	8
1	23579297	23584970	3	8
1	23582049	23586252	4	8
1	23584971	23587215	2	6
1	23584971	23587215	3	8
1	23586257	23588110	5	8
1	23587226	23588755	3	8
1	23588132	23589516	4	8
1	23588766	23590010	3	8
1	23589536	23591192	3	8
1	23590017	23591701	4	8
1	23591211	23592155	4	8
1	23591702	23592778	4	8
1	23592158	23607078	3	8
1	23592799	23608215	1	6
1	23592799	23608215	3	8
1	23607085	23609472	0	5
1	23609484	23613089	4	8
1	23610940	23615673	4	8
1	23613099	23617709	4	8
1	23615675	23621074	3	8
1	23617761	23621552	2	6
1	23617761	23621552	3	8
1	23621085	23622252	2	6
1	23621085	23622252	3	8
1	23621556	23623475	4	8
1	23622254	23625156	0	1
1	23625169	23635627	2	3
1	23635637	23652955	0	4
1	23636941	23655043	3	1
1	23652962	23656496	3	1
1	23655049	23657445	3	1
1	23656509	23663269	4	1
1	23657447	23664295	3	1
1	23667172	23673388	0	0
1	23672200	23674136	0	1
1	23673427	23676730	0	1
1	23674187	23681934	4	1
1	23676781	23682975	1	3
1	23681981	23684730	1	3
1	23682977	23689431	4	1
1	23691322	23693624	2	1
1	23692268	23695554	0	9
1	23692268	23695554	3	1
1	23693625	23696377	0	9
1	23693625	23696377	3	1
1	23695583	23697152	0	9
1	23696398	23698149	0	9
1	23697153	23699000	0	9
1	23698156	23702033	1	3
1	23698156	23702033	2	1
1	23699014	23703823	1	3
1	23702043	23704792	0	1
1	23702043	23704792	1	8
1	23703836	23706046	1	8
1	23703836	23706046	3	1
1	23704795	23707217	1	3
1	23704795	23707217	4	1
1	23706070	23708253	1	0
1	23706070	23708253	3	1
1	23709962	23712340	2	9
1	23711128	23714735	0	9
1	23711128	23714735	2	1
1	23712347	23716116	0	9
1	23712347	23716116	1	5
1	23714750	23718631	0	9
1	23714750	23718631	1	1
1	23716131	23719350	3	1
1	23718641	23721693	0	9
1	23718641	23721693	3	1
1	23719369	23722710	3	1
1	23721695	23725115	0	9
1	23721695	23725115	2	1
1	23722723	23726050	2	9
1	23725136	23729146	1	1
1	23725136	23729146	2	8
1	23726107	23730591	0	1
1	23726107	23730591	1	3
1	23729150	23731563	0	9
1	23729150	23731563	4	1
1	23730595	23733367	2	9
1	23731593	23734703	1	9
1	23733380	23735380	1	9
1	23734704	23736720	0	1
1	23734704	23736720	1	8
1	23735383	23737619	2	9
1	23736724	23741238	1	8
1	23737703	23743534	1	8
1	23741259	23746269	1	9
1	23743551	23748441	1	1
1	23743551	23748441	2	9
1	23746301	23749532	0	1
1	23746301	23749532	2	1
1	23748442	23751891	0	9
1	23748442	23751891	2	1
1	23749536	23752785	0	1
1	23749536	23752785	1	9
1	23751909	23753598	1	9
1	23751909	23753598	3	7
1	23752791	23755141	0	9
1	23752791	23755141	3	1
1	23753599	23756434	1	9
1	23753599	23756434	3	1
1	23755155	23759054	1	9
1	23755155	23759054	4	1
1	23756441	23760927	1	9
1	23756441	23760927	4	1
1	23759080	23762284	1	8
1	23759080	23762284	3	1
1	23760936	23764980	0	1
1	23762448	23776931	0	8
1	23766188	23779128	1	2
1	23779162	23781899	0	1
1	23779162	23781899	2	8
1	23781323	23783506	0	1
1	23781323	23783506	2	8
1	23781904	23787786	0	0
1	23783534	23788565	0	3
1	23783534	23788565	1	1
1	23787790	23789464	0	3
1	23787790	23789464	4	1
1	23788584	23797612	1	3
1	23788584	23797612	4	5
1	23789524	23802203	0	2
1	23797743	23804058	0	2
1	23802481	23808040	0	1
1	23804533	23808773	0	1
1	23808216	23809657	0	8
1	23808941	23810838	0	2
1	23809750	23812093	0	3
1	23810841	23815230	0	8
1	23812116	23816636	1	1
1	23815370	23820723	1	3
1	23816676	23823203	3	3
1	23820955	23827295	0	0
1	23820955	23827295	2	8
1	23824085	23830301	1	1
1	23824085	23830301	2	8
1	23824085	23830301	7	1
1	23827437	23833217	0	1
1	23827437	23833217	3	1
1	23827437	23833217	5	1
1	23830359	23835180	2	1
1	23833221	23838122	3	1
1	23835204	23839599	1	9
1	23835204	23839599	3	5
1	23838138	23840353	1	3
1	23839605	23841366	1	8
1	23840362	23842762	1	9
1	23841387	23844922	2	3
1	23842779	23847127	1	3
1	23842779	23847127	7	1
1	23844977	23849702	0	4
1	23844977	23849702	1	3
1	23847129	23851123	1	3
1	23849743	23852259	1	9
1	23851124	23853430	1	3
1	23852277	23857702	1	3
1	23853432	23859569	1	9
1	23857742	23862042	1	8
1	23859619	23865419	0	5
1	23859619	23865419	1	3
1	23862171	23869224	3	1
1	23865420	23871661	4	1
1	23871662	23877310	0	3
1	23876397	23878414	0	8
1	23876397	23878414	4	1
1	23877338	23880223	2	8
1	23877338	23880223	4	1
1	23878452	23882020	3	7
1	23880234	23883740	0	2
1	23880234	23883740	2	7
1	23882048	23886670	4	1
1	23883741	23889427	0	3
1	23883741	23889427	2	1
1	23883741	23889427	5	7
1	23886683	23901797	0	8
1	23886683	23901797	3	1
1	23889435	23909983	0	8
1	23889435	23909983	1	1
1	23909260	23911349	4	1
1	23909985	23913419	0	9
1	23909985	23913419	5	1
1	23911350	23915630	0	2
1	23913427	23920961	0	9
1	23913427	23920961	1	1
1	23915645	23924518	2	9
1	23920967	23926150	0	3
1	23920967	23926150	1	1
1	23924564	23927841	0	9
1	23926151	23929549	0	9
1	23927856	23930790	0	1
1	23930802	23932789	0	3
1	23931851	23935840	1	3
1	23931851	23935840	5	1
1	23932815	23938285	5	1
1	23935852	23940136	1	1
1	23938286	23942568	0	9
1	23938286	23942568	4	1
1	23940137	23944943	0	2
1	23942615	23947019	4	1
1	23944958	23949214	2	1
1	23944958	23949214	4	1
1	23947022	23951434	5	1
1	23949227	23952745	5	1
1	23951439	23954765	2	1
1	23952784	23956728	5	1
1	23954782	23958605	3	1
1	23958610	23962147	0	2
1	23958610	23962147	1	1
1	23960709	23963993	0	2
1	23960709	23963993	4	1
1	23962205	23965582	0	2
1	23962205	23965582	1	1
1	23964023	23966608	0	5
1	23964023	23966608	1	9
1	23964023	23966608	2	1
1	23965598	23967843	0	9
1	23965598	23967843	1	4
1	23967846	23970719	4	1
1	23969316	23973439	4	1
1	23970734	23975211	0	9
1	23970734	23975211	3	1
1	23973449	23978699	0	9
1	23973449	23978699	1	1
1	23975701	23980361	0	1
1	23975701	23980361	1	9
1	23978701	23984937	0	1
1	23978701	23984937	2	9
1	23980439	23988702	0	8
1	23985179	23991169	4	1
1	23988717	23992292	0	1
1	23988717	23992292	1	4
1	23991186	24000023	0	2
1	23992298	24001984	0	2
1	24000031	24002524	0	2
1	24000031	24002524	3	1
1	24001993	24003097	2	1
1	24002533	24007752	0	9
1	24002533	24007752	3	1
1	24003109	24008304	2	2
1	24007758	24010587	2	2
1	24008311	24013745	0	0
1	24010591	24016061	2	2
1	24010591	24016061	3	1
1	24013777	24019744	2	3
1	24016072	24047474	1	1
1	24019753	24048706	2	1
1	24047497	24050163	0	2
1	24048708	24050807	0	2
1	24050166	24052332	0	2
1	24050820	24053622	0	1
1	24053630	24061603	0	2
1	24056880	24065126	0	2
1	24065178	24068836	0	2
1	24067352	24069646	0	2
1	24068839	24071039	0	1
1	24069660	24072826	0	2
1	24071060	24074791	0	2
1	24071060	24074791	3	7
1	24072829	24076191	0	2
1	24074802	24077131	0	9
1	24076197	24077758	0	2
1	24077153	24078668	0	2
1	24077153	24078668	5	1
1	24077776	24079454	0	9
1	24078677	24080058	1	9
1	24079455	24083666	0	9
1	24079455	24083666	7	1
1	24080067	24088038	0	9
1	24083849	24089401	0	2
1	24089414	24095848	2	6
1	24093328	24096813	0	1
1	24095942	24101151	1	1
1	24096894	24104612	1	1
1	24096894	24104612	6	1
1	24107363	24109180	1	6
1	24108288	24110159	1	1
1	24108288	24110159	8	1
1	24109189	24111203	0	1
1	24112704	24116311	1	2
1	24114572	24119387	1	2
1	24116330	24120130	0	9
1	24120140	24122373	0	1
1	24120840	24122944	0	1
1	24122382	24124592	0	2
1	24122960	24125177	0	2
1	24124596	24125665	0	2
1	24125184	24127284	0	2
1	24125672	24129128	0	5
1	24127285	24131116	0	1
1	24129130	24134094	0	2
1	24129130	24134094	5	1
1	24131176	24135755	0	2
1	24131176	24135755	6	1
1	24134382	24136340	0	9
1	24135763	24137428	0	9
1	24136351	24139630	0	2
1	24136351	24139630	1	1
1	24137433	24142536	0	2
1	24137433	24142536	4	7
1	24139790	24144906	0	2
1	24142739	24146653	0	2
1	24148641	24151962	0	2
1	24149843	24153409	0	2
1	24151965	24154301	0	2
1	24153415	24156313	0	2
1	24154337	24158179	0	2
1	24154337	24158179	5	1
1	24156319	24160131	0	2
1	24156319	24160131	6	1
1	24158210	24161950	0	2
1	24158210	24161950	2	1
1	24160169	24164333	0	2
1	24161964	24165876	0	2
1	24161964	24165876	6	1
1	24164356	24167940	0	2
1	24165879	24170319	0	2
1	24167968	24172917	1	2
1	24170619	24173615	1	1
1	24172952	24174273	1	1
1	24172952	24174273	5	8
1	24173641	24174797	1	2
1	24174277	24175976	0	2
1	24174277	24175976	2	1
1	24174824	24178472	4	1
1	24175980	24180713	0	2
1	24178493	24182201	0	2
1	24180745	24182957	0	2
1	24182205	24183425	0	2
1	24182960	24184610	1	2
1	24183697	24185814	0	2
1	24185819	24189215	0	2
1	24187363	24190904	0	2
1	24187363	24190904	7	8
1	24189218	24193583	0	2
1	24189218	24193583	9	1
1	24190907	24195241	1	2
1	24193584	24196678	1	2
1	24193584	24196678	6	1
1	24195279	24198113	1	2
1	24195279	24198113	3	1
1	24196990	24199013	0	2
1	24196990	24199013	4	1
1	24198146	24199743	0	2
1	24199076	24200586	1	2
1	24199076	24200586	4	1
1	24199802	24201784	1	2
1	24199802	24201784	5	1
1	24200592	24203934	1	2
1	24200592	24203934	9	1
1	24201806	24205099	1	2
1	24203943	24205849	1	1
1	24205109	24206387	1	1
1	24205864	24207087	1	2
1	24205864	24207087	4	1
1	24205864	24207087	8	1
1	24206405	24208400	1	9
1	24206405	24208400	3	1
1	24207088	24209304	1	2
1	24208451	24210211	1	2
1	24208451	24210211	9	1
1	24209349	24210878	1	2
1	24210215	24211738	1	2
1	24210896	24212687	1	2
1	24210896	24212687	6	1
1	24211794	24213646	1	2
1	24211794	24213646	3	1
1	24211794	24213646	5	1
1	24212696	24214840	1	2
1	24212696	24214840	3	7
1	24213662	24215600	1	9
1	24214963	24216806	1	9
1	24215630	24217747	1	2
1	24215630	24217747	5	1
1	24219964	24224755	3	7
1	24223708	24225315	1	2
1	24223708	24225315	6	1
1	24224758	24228076	1	2
1	24224758	24228076	8	1
1	24228113	24230941	1	2
1	24230288	24231680	1	2
1	24231699	24235322	1	2
1	24231699	24235322	8	1
1	24234092	24236941	1	2
1	24235333	24238972	1	2
1	24236946	24240922	1	2
1	24238975	24243189	1	2
1	24238975	24243189	4	1
1	24240938	24244654	1	2
1	24240938	24244654	5	7
1	24243209	24246308	1	2
1	24243209	24246308	6	1
1	24244669	24247939	1	2
1	24244669	24247939	6	1
1	24246378	24249336	1	1
1	24246378	24249336	6	1
1	24246378	24249336	7	1
1	24247959	24251038	1	1
1	24247959	24251038	6	1
1	24247959	24251038	8	1
1	24249367	24251975	1	2
1	24251044	24254754	1	2
1	24251976	24256483	1	2
1	24251976	24256483	4	1
1	24254758	24258067	1	2
1	24254758	24258067	3	4
1	24256521	24259310	1	2
1	24256521	24259310	3	1
1	24258094	24260223	1	2
1	24258094	24260223	3	1
1	24258094	24260223	6	1
1	24258094	24260223	8	1
1	24259319	24262241	1	2
1	24259319	24262241	3	1
1	24259319	24262241	5	1
1	24259319	24262241	7	1
1	24260241	24262765	1	2
1	24260241	24262765	5	1
1	24262252	24263955	1	1
1	24262252	24263955	4	1
1	24262777	24264643	1	1
1	24263989	24265692	1	2
1	24264647	24267069	1	2
1	24265694	24267961	1	2
1	24267081	24268438	1	2
1	24267081	24268438	5	1
1	24267965	24269405	1	2
1	24268442	24270673	1	2
1	24268442	24270673	3	1
1	24269447	24273392	1	2
1	24269447	24273392	3	1
1	24269447	24273392	6	1
1	24270677	24275648	1	2
1	24273414	24276770	1	2
1	24273414	24276770	5	1
1	24275654	24277967	1	2
1	24275654	24277967	4	1
1	24276783	24280133	1	9
1	24276783	24280133	4	7
1	24276783	24280133	7	1
1	24278011	24282393	1	9
1	24278011	24282393	3	1
1	24278011	24282393	4	1
1	24278011	24282393	6	1
1	24280140	24284071	1	2
1	24280140	24284071	3	7
1	24280140	24284071	4	1
1	24282420	24285726	1	9
1	24282420	24285726	4	1
1	24282420	24285726	5	1
1	24284092	24287305	1	2
1	24284092	24287305	3	1
1	24284092	24287305	6	1
1	24284092	24287305	7	1
1	24285739	24289220	1	2
1	24285739	24289220	3	1
1	24287344	24290834	1	2
1	24287344	24290834	3	1
1	24289290	24291890	0	2
1	24289290	24291890	4	1
1	24289290	24291890	5	7
1	24290869	24293784	1	2
1	24290869	24293784	2	1
1	24290869	24293784	3	7
1	24290869	24293784	4	1
1	24291892	24295072	1	2
1	24291892	24295072	2	6
1	24291892	24295072	4	7
1	24291892	24295072	5	1
1	24293807	24296926	0	2
1	24293807	24296926	4	1
1	24293807	24296926	6	1
1	24293807	24296926	7	1
1	24295073	24298976	1	9
1	24295073	24298976	3	1
1	24295073	24298976	5	1
1	24296946	24300657	1	9
1	24296946	24300657	3	1
1	24296946	24300657	8	1
1	24298977	24302263	1	2
1	24298977	24302263	3	1
1	24298977	24302263	6	1
1	24300688	24303882	1	2
1	24300688	24303882	3	1
1	24300688	24303882	4	1
1	24302282	24304746	1	2
1	24302282	24304746	3	1
1	24302282	24304746	4	7
1	24303888	24305610	3	4
1	24304769	24306794	1	2
1	24304769	24306794	4	4
1	24304769	24306794	6	1
1	24305611	24307483	1	2
1	24305611	24307483	3	4
1	24306797	24309256	1	2
1	24306797	24309256	3	4
1	24307499	24311375	1	2
1	24307499	24311375	5	1
1	24309301	24313491	1	2
1	24309301	24313491	5	1
1	24311390	24315112	1	2
1	24311390	24315112	3	1
1	24313518	24317043	1	2
1	24313518	24317043	4	1
1	24315114	24319370	1	2
1	24315114	24319370	7	1
1	24317059	24321253	1	2
1	24319379	24323618	1	2
1	24321330	24326255	1	2
1	24323643	24329013	1	2
1	24326264	24329957	1	2
1	24326264	24329957	6	1
1	24329015	24330956	1	2
1	24329015	24330956	5	1
1	24329015	24330956	7	1
1	24329968	24332187	1	2
1	24329968	24332187	4	1
1	24330957	24333058	1	2
1	24332196	24334991	1	2
1	24332196	24334991	5	1
1	24332196	24334991	7	1
1	24333087	24337864	1	2
1	24335000	24341165	1	2
1	24335000	24341165	5	1
1	24337892	24342289	1	2
1	24341199	24343431	1	2
1	24341199	24343431	3	7
1	24342299	24346056	1	2
1	24342299	24346056	3	7
1	24347032	24349644	1	2
1	24348027	24350568	1	2
1	24348027	24350568	3	7
1	24348027	24350568	5	1
1	24349657	24352139	1	2
1	24349657	24352139	3	7
1	24349657	24352139	6	1
1	24350586	24355269	1	2
1	24350586	24355269	3	7
1	24350586	24355269	4	1
1	24352141	24357471	1	3
1	24352141	24357471	3	7
1	24355271	24359084	1	2
1	24355271	24359084	3	7
1	24357473	24362593	1	2
1	24357473	24362593	3	4
1	24357473	24362593	6	1
1	24359096	24363944	1	2
1	24359096	24363944	3	4
1	24362594	24366813	1	2
1	24362594	24366813	3	4
1	24364008	24368058	1	2
1	24364008	24368058	3	7
1	24366816	24368810	1	2
1	24366816	24368810	3	7
1	24368065	24370198	1	2
1	24368065	24370198	3	7
1	24368823	24372934	1	2
1	24368823	24372934	3	7
1	24370225	24373981	1	2
1	24370225	24373981	3	7
1	24372935	24374855	2	7
1	24374007	24375370	1	2
1	24374007	24375370	3	7
1	24374856	24377305	1	3
1	24374856	24377305	2	5
1	24374856	24377305	4	7
1	24375391	24378471	1	3
1	24375391	24378471	2	5
1	24375391	24378471	4	7
1	24377309	24379817	1	2
1	24377309	24379817	3	7
1	24377309	24379817	5	1
1	24378490	24381130	1	2
1	24378490	24381130	3	7
1	24378490	24381130	6	1
1	24379862	24381946	1	2
1	24379862	24381946	4	7
1	24379862	24381946	6	1
1	24381149	24383383	1	2
1	24381149	24383383	4	7
1	24381149	24383383	7	1
1	24381149	24383383	8	1
1	24381987	24385059	1	2
1	24381987	24385059	3	7
1	24381987	24385059	5	1
1	24381987	24385059	9	1
1	24383451	24387590	1	2
1	24383451	24387590	3	7
1	24385064	24388564	1	2
1	24385064	24388564	3	7
1	24387598	24390700	1	2
1	24387598	24390700	3	7
1	24387598	24390700	6	1
1	24388581	24391817	1	2
1	24388581	24391817	3	7
1	24388581	24391817	5	1
1	24388581	24391817	6	1
1	24390707	24394355	1	3
1	24390707	24394355	4	7
1	24391820	24398128	1	3
1	24391820	24398128	3	4
1	24394472	24400046	1	3
1	24394472	24400046	3	5
1	24398131	24402314	1	3
1	24400052	24404560	1	1
1	24402315	24405977	1	3
1	24402315	24405977	3	5
1	24404652	24406852	1	9
1	24404652	24406852	3	5
1	24406007	24408810	1	6
1	24406007	24408810	4	5
1	24406873	24411334	1	9
1	24406873	24411334	6	1
1	24411452	24414989	1	9
1	24411452	24414989	4	8
1	24413315	24415974	1	3
1	24413315	24415974	13	1
1	24414990	24417376	1	3
1	24414990	24417376	5	1
1	24414990	24417376	6	1
1	24414990	24417376	7	1
1	24415987	24418499	1	9
1	24415987	24418499	5	7
1	24415987	24418499	6	1
1	24415987	24418499	8	1
1	24417422	24419254	1	9
1	24417422	24419254	5	7
1	24417422	24419254	6	1
1	24418501	24422721	1	9
1	24418501	24422721	3	8
1	24418501	24422721	6	1
1	24418501	24422721	9	1
1	24419262	24426722	1	9
1	24419262	24426722	8	1
1	24422848	24427420	1	9
1	24422848	24427420	9	1
1	24426845	24428892	1	9
1	24426845	24428892	5	7
1	24426845	24428892	6	1
1	24426845	24428892	7	1
1	24427430	24430972	1	9
1	24427430	24430972	4	1
1	24427430	24430972	6	1
1	24428897	24432502	1	3
1	24428897	24432502	5	1
1	24428897	24432502	7	1
1	24428897	24432502	8	1
1	24430975	24434288	1	3
1	24430975	24434288	7	1
1	24430975	24434288	10	1
1	24432516	24435387	1	9
1	24432516	24435387	5	1
1	24434307	24437268	1	9
1	24435403	24440177	1	9
1	24437299	24441573	1	9
1	24440244	24442858	1	9
1	24441576	24444822	1	9
1	24441576	24444822	7	1
1	24442865	24447948	1	9
1	24442865	24447948	6	1
1	24444880	24450106	1	3
1	24444880	24450106	4	5
1	24447951	24452035	1	9
1	24447951	24452035	4	5
1	24447951	24452035	5	1
1	24450113	24454130	1	3
1	24450113	24454130	4	4
1	24452042	24455692	1	9
1	24452042	24455692	4	5
1	24454138	24457085	1	3
1	24454138	24457085	2	5
1	24455694	24458239	1	3
1	24455694	24458239	2	5
1	24455694	24458239	4	1
1	24457103	24459463	1	9
1	24457103	24459463	2	5
1	24458243	24460240	1	3
1	24458243	24460240	2	5
1	24459473	24463086	1	9
1	24459473	24463086	3	4
1	24460251	24465788	1	9
1	24460251	24465788	3	4
1	24460251	24465788	4	5
1	24463173	24467280	1	3
1	24463173	24467280	5	8
1	24463173	24467280	6	1
1	24463173	24467280	8	1
1	24465822	24468546	1	9
1	24465822	24468546	5	1
1	24465822	24468546	6	1
1	24467288	24470366	1	3
1	24467288	24470366	5	1
1	24467288	24470366	7	1
1	24469432	24474482	1	9
1	24469432	24474482	3	7
1	24470831	24476916	1	2
1	24470831	24476916	3	1
1	24474537	24478731	1	2
1	24474537	24478731	3	1
1	24476958	24479192	1	2
1	24476958	24479192	3	7
1	24476958	24479192	6	1
1	24478733	24479791	1	2
1	24478733	24479791	3	7
1	24478733	24479791	5	1
1	24479201	24481681	1	2
1	24479201	24481681	5	1
1	24479201	24481681	6	1
1	24479800	24483217	1	2
1	24479800	24483217	3	7
1	24481720	24484192	1	2
1	24481720	24484192	8	1
1	24483225	24485539	1	2
1	24483225	24485539	3	7
1	24483225	24485539	4	1
1	24484200	24487470	1	2
1	24484200	24487470	3	7
1	24484200	24487470	4	1
1	24484200	24487470	5	1
1	24485751	24489265	1	2
1	24485751	24489265	6	1
1	24485751	24489265	8	5
1	24485751	24489265	9	1
1	24487956	24489730	1	2
1	24487956	24489730	4	8
1	24487956	24489730	5	1
1	24489310	24490101	1	2
1	24489780	24490591	1	2
1	24489780	24490591	3	5
1	24490209	24491110	1	2
1	24490209	24491110	3	5
1	24490672	24495954	1	2
1	24490672	24495954	3	8
1	24490672	24495954	6	1
1	24491158	24498249	1	2
1	24491158	24498249	4	1
1	24491158	24498249	6	5
1	24491158	24498249	8	1
1	24495967	24499623	1	2
1	24495967	24499623	5	1
1	24495967	24499623	7	1
1	24495967	24499623	9	1
1	24498259	24500659	1	2
1	24498259	24500659	5	5
1	24498259	24500659	7	1
1	24498259	24500659	8	1
1	24499632	24501755	1	2
1	24499632	24501755	3	5
1	24499632	24501755	5	1
1	24500678	24503052	1	2
1	24500678	24503052	3	8
1	24500678	24503052	4	5
1	24500678	24503052	9	1
1	24501782	24505529	1	2
1	24501782	24505529	3	8
1	24503058	24506591	1	2
1	24503058	24506591	5	1
1	24505542	24507982	1	2
1	24505542	24507982	3	7
1	24505542	24507982	4	1
1	24505542	24507982	7	1
1	24506823	24510091	1	2
1	24506823	24510091	3	4
1	24506823	24510091	7	1
1	24507991	24511317	1	2
1	24507991	24511317	3	4
1	24507991	24511317	6	1
1	24510092	24514304	1	2
1	24510092	24514304	3	4
1	24510092	24514304	6	1
1	24511322	24515813	1	2
1	24511322	24515813	2	4
1	24511322	24515813	4	1
1	24514339	24516460	1	2
1	24514339	24516460	3	4
1	24515822	24518279	1	2
1	24515822	24518279	3	4
1	24516477	24521138	1	3
1	24516477	24521138	3	4
1	24518286	24523564	1	2
1	24518286	24523564	4	4
1	24518286	24523564	5	8
1	24521153	24525312	1	2
1	24521153	24525312	4	4
1	24521153	24525312	5	8
1	24523619	24526509	1	2
1	24523619	24526509	3	4
1	24525364	24528859	1	2
1	24525364	24528859	5	1
1	24526513	24530972	1	2
1	24526513	24530972	5	1
1	24528869	24534319	1	2
1	24528869	24534319	4	4
1	24528869	24534319	6	1
1	24531233	24536231	1	2
1	24531233	24536231	4	4
1	24531233	24536231	6	8
1	24534321	24538558	1	2
1	24534321	24538558	3	4
1	24534321	24538558	5	8
1	24536254	24539540	1	2
1	24536254	24539540	4	4
1	24538588	24541418	1	2
1	24538588	24541418	4	1
1	24539543	24543916	1	2
1	24539543	24543916	4	1
1	24541520	24545271	1	2
1	24541520	24545271	4	4
1	24544011	24547407	1	2
1	24544011	24547407	4	4
1	24545273	24548096	1	2
1	24545273	24548096	2	7
1	24547409	24548726	1	2
1	24547409	24548726	2	7
1	24548105	24550238	1	2
1	24548105	24550238	2	7
1	24548755	24551551	1	2
1	24550370	24553133	1	2
1	24550370	24553133	4	4
1	24550370	24553133	5	1
1	24550370	24553133	6	1
1	24551651	24557395	0	2
1	24551651	24557395	2	1
1	24553136	24558130	1	2
1	24553136	24558130	4	4
1	24557426	24561936	1	2
1	24557426	24561936	2	9
1	24557426	24561936	4	4
1	24558142	24564892	1	2
1	24558142	24564892	4	4
