chrom	start	end	cluster	Nsnps	label
4	27613837	27619558	3	49	3523
4	27646594	27656085	3	42	786
4	27648843	27658311	3	44	621
4	28092686	28096070	5	19	4539
4	29534902	29537396	5	13	3124
4	29708521	29712873	2	41	2509
4	29709596	29714431	8	80	4793
4	30181834	30186464	5	55	5397
4	30288166	30290218	3	44	5683
4	30726154	30731657	8	67	4955
4	30817651	30822665	1	85	3061
4	30819941	30825337	3	66	4679
4	30822670	30828193	3	58	1127
4	30828219	30831044	5	52	3172
4	31516919	31520435	0	82	5114
4	33083471	33087584	3	30	4135
4	33088376	33096027	2	72	3650
4	33092144	33099411	2	54	2383
4	33117072	33121782	2	38	4320
4	33624791	33628471	2	18	4609
4	33626502	33630837	5	20	1069
4	33709880	33714993	3	16	5008
4	33711121	33717920	2	25	3802
4	33722066	33727345	4	48	4813
4	33724302	33729580	3	51	211
4	33729686	33732390	8	24	2028
4	33817767	33821919	1	63	5035
4	33913253	33918617	2	39	5615
4	33916065	33923816	3	37	2295
4	33918620	33925778	1	34	3162
4	33936286	33940963	5	38	1156
4	33937969	33942784	5	26	3888
4	33998233	34001671	4	53	9
4	34000561	34002754	3	49	768
4	34027381	34029346	1	33	5850
4	34083904	34088437	3	35	1459
4	34086400	34091088	2	22	2533
4	34155365	34159330	2	30	2127
4	34157665	34160880	2	36	1936
4	34165352	34170755	3	31	3651
4	34166982	34172485	4	29	5881
4	34170761	34173658	3	20	5816
4	34204118	34208013	3	25	4091
4	34206692	34210904	4	29	3534
4	34401837	34408717	3	81	2008
4	34403955	34413292	4	76	5598
4	34416623	34419898	2	25	4214
4	34419115	34423077	2	20	4555
4	34693417	34696576	4	31	5248
4	35281178	35286397	3	22	5919
5	45830	50159	4	75	5148
5	486709	490798	6	64	2010
5	1022283	1026571	3	42	99
5	1032897	1035788	4	91	3300
5	1034256	1037229	3	70	326
5	2398662	2402698	4	53	2114
5	2610611	2614192	4	39	2251
5	2612225	2615575	4	32	4009
5	3048988	3054962	7	67	1356
5	4597343	4602136	3	56	5703
5	5855271	5860100	2	53	2870
5	5859498	5860947	2	40	4711
5	5860116	5863253	2	31	3442
5	5860949	5864435	3	46	5869
5	5863254	5865356	4	57	3524
5	5864438	5866639	5	49	1244
5	6363816	6368248	1	29	3645
5	7075969	7080442	4	43	5883
5	7078614	7084088	6	66	2576
5	7727124	7730089	2	88	1380
5	7729391	7732021	2	72	5023
5	7785505	7800484	3	84	113
5	7798670	7801997	3	91	2810
5	8208503	8210994	2	38	2386
5	8209194	8211822	2	75	4735
5	8266650	8270236	4	40	3100
5	8269134	8272081	4	28	1033
5	8432104	8433648	3	107	4504
5	8988158	8990557	3	41	4121
5	8989364	8995145	1	28	2136
5	9715625	9716487	2	29	2266
5	9716117	9717128	2	28	1291
5	10147909	10155844	2	59	5162
5	10154646	10157101	2	60	2825
5	10353280	10354216	1	10	1978
5	10603428	10612780	2	29	3760
5	11064838	11072725	4	83	2557
5	11080240	11081581	6	58	5797
5	11158121	11159652	3	26	67
5	11158953	11164410	3	38	2830
5	11159653	11171591	2	44	5050
5	11164418	11172672	2	55	1594
5	11684894	11686031	3	26	2046
5	11716307	11721234	2	62	1232
5	12116981	12118035	1	17	4017
5	12117528	12119036	2	44	511
5	12194989	12198282	2	49	5595
5	12196778	12202385	2	50	2049
5	12342797	12345981	3	39	2392
5	12771162	12774166	2	43	5221
5	12772620	12774970	2	38	3206
5	12882460	12883402	2	39	3892
5	12882895	12884017	2	40	1029
5	13235506	13240839	3	58	5905
5	13712596	13714467	4	62	2395
5	14594532	14596850	3	46	2997
5	14787683	14792851	3	127	5300
5	14789374	14794627	2	103	800
5	15882277	15884933	8	113	4051
5	16394844	16396520	5	29	443
5	16395510	16398356	5	15	4864
5	16398465	16420895	4	32	2344
5	16661574	16667926	3	54	4660
5	16900851	16905483	3	55	5470
5	17126280	17129581	8	57	1954
5	17127373	17131820	6	52	4481
5	17354525	17360504	6	75	1684
5	17473061	17480103	1	72	4733
5	17920336	17926471	5	55	4563
5	18111175	18114791	4	98	5213
5	18112677	18116022	3	101	750
5	18399818	18401602	5	67	3709
5	18672109	18673416	3	48	4354
5	18810427	18815924	2	46	1856
5	18846212	18849829	4	28	4817
5	18897028	18901330	2	28	893
5	19033763	19043318	4	77	382
5	19036229	19044949	5	64	1133
5	19073824	19079365	3	45	1982
5	19076425	19080805	2	54	4971
5	19146945	19150065	3	82	4038
5	19879699	19882484	4	31	1625
5	19888205	19891998	4	53	5690
5	20113913	20118127	5	35	108
5	20115990	20121303	5	56	2942
5	20393910	20397624	5	67	477
5	20680469	20684626	4	56	1169
5	20836232	20848020	6	55	5106
5	20844431	20850038	4	56	521
5	21017967	21033075	3	89	4717
5	21061785	21064238	2	77	4400
5	21063219	21067015	2	60	3914
5	21127704	21132381	2	48	1234
5	21217678	21224824	2	74	1337
5	21223479	21226546	4	66	1442
5	21239142	21243360	3	74	3252
5	21244521	21249983	2	74	3458
5	21252752	21256495	2	95	2627
5	21274821	21277739	3	72	1338
5	21322090	21326400	2	49	5894
5	21324415	21327282	3	19	5018
5	21326401	21328516	3	26	4452
5	21337165	21342286	2	58	268
5	21931144	21938625	3	62	5283
5	22429722	22441505	5	51	3241
5	22448584	22453600	3	54	4953
5	23072374	23079025	5	84	597
5	23073561	23080388	3	78	4886
5	23101358	23105519	4	41	4611
5	23885443	23903746	6	33	2510
5	23900437	23907987	4	64	3707
5	24058321	24063555	3	60	2700
5	24231319	24236650	4	53	1507
5	24236669	24242740	3	73	5009
5	24239381	24245231	4	53	1152
5	24292907	24297119	2	55	4185
5	24295607	24297990	6	56	828
5	24300446	24304028	4	42	1028
5	24305522	24307351	3	13	1606
5	24352672	24356142	2	32	1768
5	24368915	24375413	2	49	387
5	24380062	24382753	3	37	5909
5	24381134	24383975	3	50	3685
5	24410831	24415019	1	48	2854
5	24456988	24464269	5	55	1106
5	24703970	24707943	4	74	1643
5	24713577	24716631	3	34	2440
5	24732459	24734663	3	73	3715
5	25015941	25019888	5	65	5416
5	25018781	25021730	3	51	2465
5	25026520	25031101	3	80	3135
5	25029668	25034398	3	78	4866
5	25098063	25104256	3	61	494
5	25101409	25108327	5	71	1477
5	25187416	25193585	5	50	2458
5	25235479	25236889	4	29	2701
5	25522686	25524668	2	43	1702
5	25523653	25525773	3	57	5583
5	25524682	25528443	3	77	5274
5	25673593	25677205	3	67	4992
5	25976800	25982063	6	42	3129
5	26354017	26357384	5	75	2121
5	26356098	26358027	7	34	3232
5	26841701	26847802	2	79	2561
5	26844476	26850956	2	79	4365
5	27217332	27221863	2	35	2210
5	27219813	27225587	2	40	271
5	27245269	27249970	2	22	2259
5	28623384	28625897	3	28	46
5	28624867	28626416	2	9	4745
5	29004859	29006873	3	74	3558
5	29356334	29361329	5	39	414
5	29580665	29584298	5	77	1901
5	29605237	29608607	4	92	793
5	29607144	29612169	4	78	2587
5	29613527	29619110	4	50	2814
5	29615754	29621117	4	56	1671
5	29619119	29625617	4	70	1890
5	29640998	29643727	3	72	583
5	29642146	29644685	4	65	4174
5	29643788	29645731	3	66	4940
5	29647096	29655852	3	80	1430
5	29665838	29669447	3	78	393
5	29671774	29673185	2	63	5848
5	29672513	29673942	2	47	3473
5	29676697	29678945	4	61	5449
5	29677390	29680428	3	51	3904
5	29678950	29682295	3	35	6047
5	29683163	29691970	5	64	1955
5	29687843	29694584	3	70	1218
5	29715199	29719449	1	64	1884
5	29717269	29722080	2	66	3681
5	29727034	29730199	2	65	432
5	29737107	29744779	2	58	3584
5	29748522	29751897	2	79	2063
5	29751941	29756607	5	78	1243
5	29753767	29757576	4	74	4455
5	29784114	29787367	3	63	1217
5	29794680	29796487	3	44	5596
5	29795842	29797220	4	52	2354
6	126208	128416	7	74	4321
6	274592	276485	3	87	3795
6	275916	277843	5	107	3227
6	716665	721343	1	100	3346
6	1259220	1259946	5	35	147
6	1259220	1259946	6	35	1706
6	1259587	1260387	6	24	702
6	1265317	1267855	4	58	2270
6	1267180	1268490	5	54	195
6	1363846	1365422	4	86	61
6	1368366	1372354	5	89	4818
6	1370291	1374204	6	79	3408
6	1386769	1392330	5	74	5858
6	1390168	1394082	3	42	5184
6	1392357	1395025	4	38	964
6	1394118	1397132	4	70	5475
6	1400426	1406805	3	85	2822
6	1403749	1407433	5	112	5759
6	1406887	1409157	5	112	156
6	1407434	1409890	4	92	2230
6	1409168	1410885	2	84	4834
6	1409898	1414207	3	88	2269
6	1410900	1415681	3	59	3701
6	1415686	1421487	5	87	3867
6	1417924	1423424	4	101	3364
6	1561662	1565060	5	103	1326
6	1564441	1570934	5	93	1979
6	1675529	1678349	8	30	5662
6	1968609	1971619	4	85	5076
6	1971623	1975455	4	64	19
6	1973158	1978019	3	38	2153
6	1984921	1990882	4	88	5262
6	1987175	1992384	10	56	960
6	2183773	2185878	2	60	3632
6	2197560	2200912	2	41	5236
6	2336101	2343240	4	63	1828
6	2521282	2527674	4	89	598
6	2589840	2599938	3	56	1
6	4151538	4155569	5	63	4619
6	5191692	5194973	4	80	4223
6	5191692	5194973	6	80	5034
6	5193403	5197515	6	84	430
6	5193403	5197515	7	84	1566
6	5226870	5232151	1	65	880
6	5229613	5233598	1	73	4359
6	5232175	5237571	1	81	2253
6	8049588	8053974	6	18	64
6	9653071	9655119	3	116	5058
6	9657057	9659635	4	113	3991
6	9658052	9661527	3	115	700
6	9659646	9663851	3	104	2012
6	9661530	9665010	3	90	4155
6	9663866	9666472	4	107	3573
6	9669698	9671095	4	17	2394
6	9670450	9671766	3	45	3201
6	9671149	9672410	3	97	1764
6	9671781	9673910	2	95	982
6	9677210	9680099	3	66	889
6	9684219	9686186	5	102	3283
6	9685283	9687200	4	108	3203
6	9692368	9774337	2	81	3509
6	9693259	9774819	4	72	452
6	9774338	9775346	4	100	5673
6	9808099	9823422	5	75	1200
6	9823636	9824949	4	60	1230
6	9825068	9826714	8	65	2391
6	9831593	9835324	3	90	2837
6	9834613	9838049	2	95	1659
6	9845091	9850853	4	65	4103
6	9848366	9853484	4	72	4586
6	9858301	9861644	4	108	4340
6	9859231	9862667	4	119	2937
6	9884927	9888576	4	63	5540
6	9899124	9900616	5	57	3778
6	9899917	9902117	8	52	1774
6	9902130	9907508	3	84	1149
6	9907082	9908677	3	96	171
6	9907515	9909195	3	114	5102
6	9908679	9909786	3	125	304
6	9929913	9931818	2	56	5229
6	9931360	9932697	1	12	3122
6	9932157	9933698	1	9	1641
6	9932941	9935813	2	28	4917
6	10059213	10060911	4	69	669
6	10140300	10144212	5	72	6033
6	10150658	10152489	3	83	317
6	10179483	10180780	3	57	4664
6	10203076	10210999	2	71	4039
6	10204259	10211665	3	59	3858
6	10211072	10212486	2	59	751
6	10283769	10285017	4	77	3960
6	11685872	11690113	6	50	539
6	11855542	11856855	2	40	565
6	11855542	11856855	3	40	4014
6	11856191	11862104	2	33	3166
6	11856191	11862104	3	33	684
6	11903385	11909595	1	13	2239
6	12140844	12145025	3	100	1005
6	12206667	12208890	7	31	3360
6	12228597	12230064	1	72	122
6	12354580	12358405	6	59	1845
6	12393107	12394262	4	42	911
6	12395972	12402674	2	38	3102
6	12401755	12405268	2	75	1310
6	12407681	12411980	4	98	20
6	12536758	12542331	7	92	877
6	12538389	12552936	8	84	5557
6	12764767	12767811	5	99	3598
6	12766543	12768683	9	91	3850
6	12774176	12775787	8	81	2983
6	12786609	12790921	7	88	5455
6	12849869	12854383	1	76	3661
6	12947307	12948624	3	60	1547
6	12967370	12974246	8	65	121
6	12971011	12980080	4	75	2944
6	12974284	12983594	4	94	4274
6	13048529	13050645	1	99	1486
6	13119234	13122162	5	48	5572
6	13139258	13141436	6	59	1398
6	13141437	13144026	5	85	3636
6	13163478	13168824	8	48	5739
6	13220931	13223218	4	67	3864
6	13262625	13263795	5	39	3775
6	13279698	13284126	3	71	4090
6	13309248	13314694	4	43	2610
6	13313625	13315602	4	26	5276
6	13332096	13339216	7	83	5092
6	13344108	13351977	8	74	585
6	13362296	13366451	5	79	4972
6	13379769	13387628	4	59	3532
6	13387638	13391768	5	66	5911
6	13390150	13393381	5	74	674
6	13399275	13402620	4	83	3083
6	13400263	13404718	4	82	2493
6	13402633	13405562	4	82	3546
6	13436709	13438952	3	66	4747
6	13438954	13443732	2	80	3613
6	13446061	13448832	5	49	3993
6	13448181	13449258	4	39	3445
6	13449720	13450773	8	51	1118
6	13449720	13450773	1	51	5320
6	13450271	13451396	1	38	5505
6	13450947	13452226	3	36	3895
6	13451676	13452915	4	27	1568
6	13455342	13456619	5	27	4478
6	13456180	13457420	4	30	1996
6	13456895	13458123	3	24	5639
6	13460105	13462064	2	93	3962
6	13462081	13465714	2	91	5547
6	13465718	13469315	2	72	202
6	13480047	13483355	2	78	264
6	13481398	13484542	4	75	6087
6	13484545	13487012	2	85	1162
6	13489806	13491689	2	55	2111
6	13490551	13494299	5	81	3404
6	13491758	13495918	2	87	3852
6	13501445	13510497	6	72	1006
6	13510518	13513340	6	91	4230
6	13511273	13514815	3	81	5046
6	13530781	13533587	5	51	1739
6	13532665	13534856	4	53	5719
6	13532665	13534856	7	53	1722
6	13533606	13535989	4	60	1032
6	13543531	13550031	2	83	410
6	13546316	13551307	4	62	1558
6	13568785	13575798	5	96	615
6	13569711	13583323	5	76	5027
6	13594956	13597472	3	83	5970
6	13613400	13623786	1	80	5081
6	13655288	13658341	6	86	3167
6	13663762	13666408	3	95	1857
6	13664894	13670796	3	65	1375
6	13690199	13695327	3	55	2389
6	13693016	13698451	3	51	5479
6	13736622	13740117	4	71	5272
6	13740809	13744177	4	82	4097
6	13742061	13752150	4	95	2223
6	13744179	13753866	4	90	5906
6	13752204	13756629	4	90	3347
6	13753867	13759883	4	90	4542
6	13759979	13767544	4	76	5287
6	13759979	13767544	6	76	2549
6	13763985	13768983	4	86	1644
6	13767646	13770736	3	65	1170
6	13769008	13773525	2	42	3777
6	13770789	13774469	3	38	2590
6	13773540	13775166	4	23	1151
6	13774505	13777706	3	26	3246
6	13775187	13779143	4	48	3977
6	13777721	13785991	4	70	3218
6	13779304	13788719	4	86	4764
6	13785994	13792456	4	75	2795
6	13800333	13806481	4	79	4965
6	13803177	13808340	3	65	4069
6	13806484	13810108	3	79	1389
6	13808379	13811693	1	76	4374
6	13808379	13811693	5	76	6015
6	13810288	13812877	4	82	3013
6	13811735	13814036	4	76	656
6	13812878	13816398	4	79	3223
6	13814060	13818138	4	93	707
6	13816476	13819297	4	85	2998
6	13818143	13822242	4	71	1246
6	13819300	13824932	5	66	4168
6	13822277	13825612	5	63	3291
6	13824962	13826378	5	52	1339
6	13825682	13827551	6	49	2693
6	13826641	13828193	4	38	5085
6	13827753	13828927	3	41	857
6	13828313	13830785	5	36	1897
6	13829270	13831554	4	17	596
6	13832598	13834754	3	87	3033
6	13841378	13853358	5	100	482
6	13843732	13878086	5	100	5756
6	13853377	13881173	4	84	896
6	13878135	13887815	4	81	5794
6	13883290	13895063	3	55	3504
6	13888074	13896996	2	84	2070
6	13895079	13913425	2	106	2502
6	13897009	13914711	4	92	4709
6	13913428	13915450	3	108	4902
6	13914758	13917248	3	118	4585
6	13915463	13918403	3	114	2586
6	13917252	13921223	3	97	4247
6	13918496	13935106	2	67	5174
6	13921231	13944810	8	68	5079
6	13935141	13946235	3	86	5978
6	13944951	13950513	5	75	3819
6	13956542	13958324	3	86	3999
6	13958339	13960820	4	81	4943
6	13960830	13962920	3	69	940
6	13962043	13964110	3	65	2934
6	13962969	13965421	3	68	2132
6	13964134	13966857	4	74	3587
6	13967551	13972161	4	83	2885
6	13976223	13978383	3	74	3916
6	13978391	13981228	8	76	2866
6	13979929	13982248	6	62	3184
6	13984536	13986663	4	58	1844
6	13985682	13987880	5	66	1571
6	13986673	13989246	3	78	4625
6	13987889	13991214	4	81	4894
6	13991241	13994152	4	82	4357
6	13992962	13996667	4	82	2281
6	13994174	13999992	4	81	5464
6	13996685	14002341	5	73	275
6	13996685	14002341	6	73	357
6	14000004	14003824	1	71	4022
6	14000004	14003824	5	71	1360
6	14002361	14004903	4	87	1966
6	14003836	14007047	3	91	1760
6	14004905	14009860	3	81	3326
6	14026203	14028930	7	84	337
6	14028938	14030837	3	76	5602
6	14029689	14031843	3	81	968
6	14030843	14037277	4	73	1562
6	14031897	14038091	3	45	3085
6	14037341	14038813	2	23	5648
6	14038163	14039906	2	33	6065
6	14038814	14042155	1	35	300
6	14050403	14052493	1	28	1420
6	14053468	14067242	4	61	75
6	14065658	14070769	4	61	1236
6	14067244	14074890	3	46	5795
6	14070812	14075970	4	57	118
6	14074893	14078400	3	67	4779
6	14075971	14080465	4	69	900
6	14080499	14084242	3	79	5693
6	14083065	14086516	5	97	372
6	14084420	14091849	4	90	3732
6	14097587	14098893	2	7	5766
6	14099162	14106204	1	17	4875
6	14105409	14106629	1	22	237
6	14106216	14107752	1	17	1736
6	14121494	14123638	3	89	134
6	14122399	14125051	3	82	706
6	14150899	14153720	3	86	4810
6	14152237	14155350	5	89	1077
6	14157051	14160097	4	82	2643
6	14158852	14160978	3	93	3088
6	14160109	14161988	3	109	3610
6	14179843	14186920	4	85	4380
6	14185500	14190119	4	96	1548
6	14212111	14213817	3	101	5310
6	14213206	14214884	3	52	5040
6	14214908	14226798	3	71	4752
6	14232334	14234726	4	91	2061
6	14234745	14236406	4	91	5981
6	14235709	14238216	3	72	3000
6	14236423	14263038	5	61	5057
6	14238226	14264708	4	87	378
6	14264726	14266374	4	96	3204
6	14265370	14267363	4	87	3440
6	14266378	14269300	4	91	832
6	14271012	14272446	4	81	1622
6	14271690	14273242	3	83	1176
6	14273254	14274468	4	81	3735
6	14278826	14285576	3	95	796
6	14301050	14304242	4	116	301
6	14385532	14390638	4	62	605
6	14400265	14402662	3	101	5890
6	14400960	14404578	3	53	1570
6	14402845	14405605	4	30	5840
6	14404715	14406490	3	51	2742
6	14408349	14410663	3	90	2812
6	14410665	14414983	5	71	1276
6	14412929	14417086	3	75	1903
6	14417094	14422449	4	63	1518
6	14422484	14428393	5	65	5913
6	14428394	14431299	3	75	5282
6	14439777	14441970	5	79	4729
6	14440736	14442860	5	86	1985
6	14442926	14446107	5	83	5048
6	14448067	14487455	4	42	3780
6	14489660	14491063	3	57	4571
6	14490292	14491761	3	56	1842
6	14493419	14494843	8	45	4088
6	14493961	14495664	8	48	3923
6	14497453	14499641	5	78	4509
6	14498563	14501607	3	63	5279
6	14499663	14503992	5	83	959
6	14504003	14508120	5	42	3140
6	14505768	14509413	6	48	3539
6	14509457	14517603	5	77	708
6	14512185	14518822	5	59	3714
6	14523963	14526547	3	93	4075
6	14525102	14529393	3	83	3298
6	14535384	14537270	5	58	5347
6	14536460	14538243	5	58	5721
6	14537405	14538948	5	61	3001
6	14538282	14539568	5	46	4269
6	14538973	14540264	3	45	969
6	14548865	14552725	4	57	2309
6	14749506	14752810	4	53	184
6	14751495	14753428	5	62	848
6	14752970	14754330	5	60	3824
6	14763470	14765003	2	54	120
6	14764253	14768426	2	60	4515
6	14765073	14770596	4	52	685
6	14792627	14795650	5	53	2247
6	14793768	14796735	4	67	5866
6	14795653	14797624	4	77	3836
6	14799020	14800838	4	57	3452
6	14799937	14801657	4	64	2705
6	14804810	14807558	5	45	3450
6	14806775	14808614	4	55	2015
6	14807588	14809826	3	77	2953
6	14809838	14814647	5	64	4691
6	14814718	14817227	5	52	2401
6	14816593	14819612	2	23	5329
6	14817277	14821680	3	24	883
6	14819792	14828118	2	43	3959
6	14822769	14830109	3	49	4160
6	14828991	14830850	4	33	5136
6	14840725	14848182	3	46	4192
6	14846098	14849817	2	57	4413
6	14848203	14852073	3	62	811
6	14849847	14853456	3	70	2404
6	14852096	14854624	2	69	1353
6	14853580	14855977	2	43	5227
6	14854666	14859847	2	55	3378
6	14863705	14865029	9	24	1381
6	14864542	14867026	8	36	897
6	14864542	14867026	1	36	210
6	14865043	14870167	4	56	5017
6	14865043	14870167	7	56	4281
6	14870612	14872357	2	32	1941
6	14871797	14873367	3	44	4673
6	14871797	14873367	4	44	3492
6	14872476	14877556	5	48	514
6	14877558	14882853	3	58	1429
6	14881702	14883697	2	32	4692
6	14882861	14884157	1	20	802
6	14887566	14899506	4	53	4925
6	14892307	14916646	2	40	176
6	14923010	14929817	2	31	74
6	14926044	14930994	2	39	1932
6	14929830	14932182	2	39	5032
6	14931002	14934166	4	38	5952
6	14932224	14935491	3	47	4414
6	14934194	14937810	4	56	3397
6	14937915	14939982	5	35	2241
6	14939243	14941621	2	27	938
6	14940236	14942913	1	30	79
6	14941773	14994699	3	36	4240
6	15173190	15175073	5	60	4616
6	15174189	15181176	5	40	5119
6	15175102	15182177	7	37	2366
6	15181217	15183313	5	49	5579
6	15187088	15189576	5	56	3424
6	15188338	15190198	5	36	1914
6	15195702	15200261	3	35	3066
6	15201405	15203634	4	35	2956
6	15209351	15212089	4	84	4150
6	15210655	15258001	4	58	5140
6	15212296	15273087	2	21	6
6	15272089	15273784	1	14	5677
6	15273196	15274357	1	29	280
6	15273820	15274887	3	45	82
6	15274373	15275854	3	55	5750
6	15275947	15279211	5	69	996
6	15276983	15281258	4	76	1192
6	15286596	15288969	4	47	4862
6	15288167	15289940	4	44	4951
6	15294664	15297562	4	55	822
6	15294664	15297562	6	55	3849
6	15296318	15298997	4	51	867
6	15297600	15300025	4	60	3189
6	15319275	15321962	4	74	4205
6	15324873	15326605	4	50	806
6	15331752	15333244	5	36	5874
6	15343225	15350016	4	47	55
6	15344922	15352385	4	30	4089
6	15350046	15354855	3	44	1274
6	15362007	15367479	6	73	3641
6	15369208	15371996	6	56	5992
6	15372143	15374155	5	48	3969
6	15375078	15382296	8	66	170
6	15409938	15411771	4	31	3116
6	15413040	15417605	4	75	1730
6	15414635	15421215	5	76	1267
6	15486673	15492370	5	71	4215
6	15494791	15500286	5	62	5418
6	15497487	15501899	3	73	2624
6	15500488	15503047	3	45	1453
6	15510490	15513047	4	29	1759
6	15510991	15531056	4	37	519
6	15538598	15546567	3	72	4294
6	15553293	15557117	3	55	5834
6	15564643	15566450	4	56	4554
6	15567181	15570050	4	64	5133
6	15570126	15572175	5	50	4704
6	15570986	15572918	4	35	4373
6	15570986	15572918	5	35	1130
6	15572251	15574013	6	37	1185
6	15572921	15576719	5	65	197
6	15574124	15579521	5	56	3822
6	15576829	15583502	5	55	547
6	15585916	15587412	3	21	3987
6	15590671	15591416	4	10	5335
6	15591127	15591840	4	11	2356
6	15597656	15600168	3	70	3160
6	15599314	15602617	3	75	1715
6	15603306	15605504	4	43	262
6	15608550	15610386	5	62	1270
6	15609427	15611513	3	64	1289
6	15610525	15613414	3	51	1103
6	15611818	15614077	3	28	1196
6	15614688	15616996	3	32	1346
6	15627679	15630783	5	59	4655
6	15629069	15632152	5	39	6085
6	15631045	15636590	4	27	3900
6	15648051	15652760	3	73	6018
6	15656764	15661255	3	71	4206
6	15659399	15662399	5	70	3809
6	15661272	15663958	4	55	2543
6	15665299	15669769	3	76	819
6	15668823	15670541	3	92	4388
6	15669775	15671439	3	93	1654
6	15670574	15672344	3	76	5560
6	15671545	15675055	3	59	2037
6	15683033	15685516	3	32	340
6	15684172	15686772	4	53	613
6	15698046	15699809	5	48	1034
6	15703559	15705359	8	54	5541
6	15704522	15706489	5	49	2736
6	15705367	15707920	5	49	3986
6	15706500	15708675	6	54	2782
6	15707942	15709392	3	63	3491
6	15708682	15711526	3	65	158
6	15709401	15712860	5	51	533
6	15712926	15714229	5	24	5767
6	15713516	15714801	5	43	5068
6	15719082	15723034	3	66	5590
6	15726036	15729091	6	57	4157
6	15727889	15730321	5	75	4360
6	15730354	15734258	3	53	5944
6	15734263	15737268	5	27	4907
6	15737442	15741286	8	29	138
6	15743978	15746726	5	61	4275
6	15745259	15747919	4	68	5710
6	15746744	15749520	3	67	3456
6	15755469	15763773	3	70	1138
6	15758870	15766550	5	85	2334
6	15763829	15767770	5	69	51
6	15766569	15769272	5	62	1041
6	15767852	15771313	5	63	5327
6	15773860	15777250	3	85	3389
6	15777278	15785388	3	64	4741
6	15781097	15787804	3	77	4782
6	15785431	15789206	3	59	5802
6	15789214	15793484	5	91	757
6	15793490	15794516	5	52	899
6	15794044	15796710	4	54	957
6	15794532	15798161	4	81	3472
6	15798170	15800528	5	50	460
6	15799052	15801202	5	46	1199
6	15800584	15801826	5	32	4394
6	15801244	15802499	3	29	92
6	15805663	15807216	4	37	4140
6	15805663	15807216	5	37	5860
6	15806277	15807927	5	49	1057
6	15807271	15809123	3	72	4583
6	15807943	15810297	5	82	4440
6	15809145	15812834	3	66	2595
6	15810316	15816469	4	63	543
6	15812886	15818059	3	46	3886
6	15816503	15821483	4	30	3691
6	15821511	15824997	4	63	905
6	15823401	15826244	4	73	4954
6	15845396	15848686	4	57	4199
6	15847195	15849601	4	51	799
6	15847195	15849601	6	51	4114
6	15848754	15850397	5	53	6056
6	15848754	15850397	7	53	2307
6	15849736	15850934	5	53	3792
6	15850418	15851582	5	56	5770
6	15851820	15854710	4	32	628
6	15854180	15856628	6	53	4173
6	15854721	15857743	3	75	2075
6	15858904	15862728	5	60	2345
6	15860058	15865317	5	72	1950
6	15873048	15876696	3	83	4939
6	15875040	15878326	5	79	2347
6	15876713	15879154	5	37	5375
6	15882089	15884416	4	49	3314
6	15892776	15899256	4	58	2314
6	15895220	15901213	4	73	5207
6	15899518	15906251	2	38	777
6	15907203	15909790	4	59	4667
6	15908541	15911435	5	62	1721
6	15914182	15922982	5	48	2413
6	15938029	15939234	5	40	258
6	15938548	15939942	3	25	4330
6	15939254	15941193	4	30	744
6	15948564	15950450	4	44	562
6	15951484	15969361	4	42	2755
6	15978172	15982043	4	38	734
6	15997426	15998728	10	21	2676
6	15998074	16001408	9	31	812
6	15998074	16001408	10	31	3212
6	16001450	16003507	3	67	1405
6	16002521	16004322	3	63	1391
6	16008733	16012156	4	60	1308
6	16010646	16013032	3	70	1023
6	16012188	16013866	4	68	2473
6	16013062	16017933	6	70	3997
6	16020893	16022459	3	77	1054
6	16021555	16025645	3	74	6001
6	16030137	16033004	3	65	775
6	16031685	16033634	3	72	1441
6	16053564	16055787	3	80	1095
6	16063144	16064983	6	30	2352
6	16064030	16066191	3	31	3185
6	16065114	16067526	3	38	3145
6	16071465	16073807	3	29	1792
6	16073828	16077938	5	37	5627
6	16073828	16077938	6	37	4760
6	16076456	16078797	3	31	4296
6	16078824	16080934	2	35	3262
6	16079390	16083081	3	39	324
6	16087325	16089200	3	67	351
6	16088245	16091330	4	66	2045
6	16091334	16093911	3	76	3894
6	16093930	16103541	3	64	3239
6	16102087	16107684	3	61	5304
6	16109380	16112107	3	51	3758
6	16110582	16113358	6	48	3311
6	16112111	16114180	5	46	3361
6	16113471	16114937	7	37	5454
6	16114322	16115957	4	50	5658
6	16122952	16126441	4	48	1691
6	16124797	16127294	5	28	1527
6	16127395	16128861	3	46	2286
6	16128052	16129984	4	55	1520
6	16128871	16131419	5	64	5900
6	16131973	16133175	3	73	5918
6	16133226	16135823	4	71	3273
6	16134088	16137128	3	72	3549
6	16135832	16138249	3	70	1150
6	16138529	16148868	5	34	2660
6	16148891	16151128	3	84	3574
6	16149859	16184629	5	47	5450
6	16151264	16193099	5	31	5793
6	16201823	16204583	3	93	3921
6	16203462	16206916	4	86	3937
6	16204707	16208856	5	53	2209
6	16248639	16252408	4	77	5637
6	16250402	16254685	4	81	1186
6	16252438	16256127	5	89	2980
6	16276589	16279668	3	72	1771
6	16279669	16281601	5	68	33
6	16286675	16291850	8	71	332
6	16286675	16291850	9	71	3655
6	16294208	16298806	5	47	256
6	16297797	16302959	5	49	5390
6	16329834	16351762	5	71	3247
6	16351857	16362998	3	73	3254
6	16359349	16365713	3	76	4656
6	16367981	16376868	3	88	4048
6	16379635	16381984	3	94	3747
