	ID	NAME	COUNTRY	REGION	sNMF_K3	Jap_K4	K9_cluster	Initial_subpop	genoIndex	code	label
288	IRIS_313-9492	NCS_237	India	As2a	0	1	XI-2	ind2	1136	0	ind2
289	IRIS_313-9560	ARC_11857	India	As2e	0	1	XI-adm	indx	1153	0	indx
290	IRIS_313-9570	NX_3533	China	As6	0	1	XI-adm	indx	1157	0	indx
291	IRIS_313-9590	KETAN_SERANG	Indonesia	As5	0	1	XI-3	ind3	1162	0	ind3
292	IRIS_313-9593	ARC_15088	India	As2e	0	1	XI-adm	indx	1163	0	indx
293	IRIS_313-9594	ASHI_BINNI	Bangladesh	As2c	0	1	XI-adm	indx	1164	0	indx
294	IRIS_313-9605	NCS_194	India	As2a	0	1	XI-1A	ind1A	1169	0	ind1A
295	IRIS_313-9609	ARC_10594	India	As2e	0	1	XI-adm	indx	1171	0	indx
296	IRIS_313-9619	ARC_15845	India	As2e	0	1	XI-adm	indx	1176	0	indx
297	IRIS_313-9634	ARC_15873	India	As2e	0	1	XI-adm	indx	1180	0	indx
298	IRIS_313-9867	SIGARDIS	SriLanka	As2	0	1	XI-1B	ind1B	1244	0	ind1B
299	IRIS_313-9917	CHANDINA	SriLanka	As2	0	1	XI-1B	ind1B	1254	0	ind1B
300	IRIS_313-9968	KULA_KARUPPAN	SriLanka	As2	0	1	XI-adm	indx	1273	0	indx
301	IRIS_313-9969	PUTTU_NELLU	SriLanka	As2	0	1	XI-adm	indx	1274	0	indx
302	IRIS_313-9976	SSANGDUJO	SouthKorea	As7	0	1	XI-1A	ind1A	1277	0	ind1A
303	IRIS_313-10171	YA_NONG_ZAO_4	China	As6	0	1	XI-1A	ind1A	1355	0	ind1A
304	IRIS_313-10177	DA_GANG_ZHAN	China	As6	0	1	XI-adm	indx	1357	0	indx
305	IRIS_313-10179	GUI_HUA_ZAO	China	As6	0	1	XI-adm	indx	1359	0	indx
306	IRIS_313-10189	DA_NUO_(ZHAN)	China	As6	0	1	XI-1A	ind1A	1360	0	ind1A
307	IRIS_313-10221	BA_BAI_GU	China	As6	0	1	XI-adm	indx	1366	0	indx
308	IRIS_313-10477	RUSTY_LATE	China	As6	0	1	XI-adm	indx	1459	0	indx
309	IRIS_313-10503	HA_GOO	China	As6	0	1	XI-1A	ind1A	1466	0	ind1A
310	IRIS_313-10511	MACAN_SAPAC	Philippines	As5	0	1	XI-3	ind3	1472	0	ind3
311	IRIS_313-10518	KHAYANGYA_D_34-181	Myanmar	As3	0	1	XI-adm	indx	1478	0	indx
312	IRIS_313-10560	TA_PAI_MAUNG	China	As6	0	1	XI-1A	ind1A	1508	0	ind1A
313	IRIS_313-10614	HAM_MOON	HongKong	As6	0	1	XI-adm	indx	1546	0	indx
314	IRIS_313-10651	PHOU_SAO_LEUM_NYANG	Laos	As4	0	1	XI-adm	indx	1561	0	indx
315	IRIS_313-10652	CHAO_PEUAK_DENG	Laos	As4	0	1	XI-3	ind3	1562	0	ind3
316	IRIS_313-10664	ARC_6052	India	As2e	0	1	XI-2	ind2	1572	0	ind2
317	IRIS_313-10666	ARC_6218	India	As2e	0	1	XI-adm	indx	1573	0	indx
318	IRIS_313-10667	ARC_7236	India	As2e	0	1	XI-2	ind2	1574	0	ind2
319	IRIS_313-10668	ARC_7255	India	As2e	0	1	XI-adm	indx	1575	0	indx
320	IRIS_313-10674	ARC_10846	India	As2e	0	1	XI-adm	indx	1579	0	indx
321	IRIS_313-10675	ARC_10905	India	As2e	0	1	XI-adm	indx	1580	0	indx
322	IRIS_313-10681	KHAN_THAI_DO	Laos	As4	0	1	XI-3	ind3	1586	0	ind3
323	IRIS_313-10682	PA_KHENG	Laos	As4	0	1	XI-3	ind3	1587	0	ind3
324	IRIS_313-10687	PADI_PULUT	Malaysia	As4	0	1	XI-3	ind3	1590	0	ind3
325	IRIS_313-10688	PADI_TIMBUN	Malaysia	As4	0	1	XI-3	ind3	1591	0	ind3
326	IRIS_313-10697	SIAM_ER_16	Malaysia	As4	0	1	XI-3	ind3	1598	0	ind3
327	IRIS_313-10706	ANAK_CHINA	Malaysia	As4	0	1	XI-3	ind3	1607	0	ind3
328	IRIS_313-10748	LUA_DUC	Vietnam	As4	0	1	XI-adm	indx	1646	0	indx
329	IRIS_313-10751	LUA_CHUM	Vietnam	As4	0	1	XI-adm	indx	1649	0	indx
330	IRIS_313-10755	NEP_BA_BONG_TO	Vietnam	As4	0	1	XI-3	ind3	1653	0	ind3
331	IRIS_313-10762	BANDI	Indonesia	As5	0	1	XI-3	ind3	1660	0	ind3
332	IRIS_313-10774	HEGAR_MANAH	Indonesia	As5	0	1	XI-adm	indx	1670	0	indx
333	IRIS_313-10778	KENTJANA_MAHANG	Indonesia	As5	0	1	XI-3	ind3	1674	0	ind3
334	IRIS_313-10779	KERAN_DUKUH	Indonesia	As5	0	1	XI-3	ind3	1675	0	ind3
335	IRIS_313-10806	RADEN_DJAWA_(GUNDIL)	Indonesia	As5	0	1	XI-3	ind3	1702	0	ind3
336	IRIS_313-10810	SEGON_BENGGALA	Indonesia	As5	0	1	XI-3	ind3	1706	0	ind3
337	IRIS_313-10813	SIAM_BARABAI	Indonesia	As5	0	1	XI-3	ind3	1709	0	ind3
338	IRIS_313-10814	SIBORAS	Indonesia	As5	0	1	XI-3	ind3	1710	0	ind3
339	IRIS_313-10822	UNGGAS	Indonesia	As5	0	1	XI-3	ind3	1718	0	ind3
340	IRIS_313-10824	HOING_CANTEL	Indonesia	As5	0	1	XI-3	ind3	1720	0	ind3
341	IRIS_313-10847	ARC_6015	India	As2e	0	1	XI-adm	indx	1740	0	indx
342	IRIS_313-10855	ARC_10159	India	As2e	0	1	XI-2	ind2	1748	0	ind2
343	IRIS_313-10858	ARC_10894	India	As2e	0	1	XI-adm	indx	1751	0	indx
344	IRIS_313-10863	ARC_11322	India	As2e	0	1	XI-2	ind2	1755	0	ind2
345	IRIS_313-10880	ARC_12180	India	As2e	0	1	XI-2	ind2	1772	0	ind2
346	IRIS_313-10885	ARC_12559	India	As2e	0	1	XI-adm	indx	1777	0	indx
347	IRIS_313-10887	ARC_12690	India	As2e	0	1	XI-adm	indx	1779	0	indx
348	IRIS_313-10897	ARC_13373	India	As2e	0	1	XI-3	ind3	1789	0	ind3
349	IRIS_313-10900	DAMNOEUB_POR_HING	Cambodia	As4	0	1	XI-3	ind3	1792	0	ind3
350	IRIS_313-10912	NEANG_SAATH_K_45	Cambodia	As4	0	1	XI-3	ind3	1804	0	ind3
351	IRIS_313-10924	ATH_HAGARI_JARAHAN_PADDY	Nepal	As2b	0	1	XI-adm	indx	1815	0	indx
352	IRIS_313-10928	KHAO'_SIM	Thailand	As4	0	1	XI-3	ind3	1819	0	ind3
353	IRIS_313-10937	PULUT_WAJIT	Indonesia	As5	0	1	XI-3	ind3	1828	0	ind3
354	IRIS_313-10938	SIGUPAI	Indonesia	As5	0	1	XI-3	ind3	1829	0	ind3
355	IRIS_313-10942	BANDANG_BUNGKUAKLAN	Indonesia	As5	0	1	XI-3	ind3	1832	0	ind3
356	IRIS_313-10944	SIPULUT_SUBANG	Indonesia	As5	0	1	XI-3	ind3	1834	0	ind3
357	IRIS_313-10954	PADI_GRUNDUL_1	Indonesia	As5	0	1	XI-3	ind3	1844	0	ind3
358	IRIS_313-10961	TARING_PELUNDUK	Indonesia	As5	0	1	XI-3	ind3	1851	0	ind3
359	IRIS_313-10975	KOLA_MUCHI	Bangladesh	As2c	0	1	XI-2	ind2	1865	0	ind2
360	IRIS_313-10984	DUDHSAR	Bangladesh	As2c	0	1	XI-2	ind2	1874	0	ind2
361	IRIS_313-10986	HALDI_JAON	Bangladesh	As2c	0	1	XI-2	ind2	1876	0	ind2
362	IRIS_313-10990	BALIBUD	Philippines	As5	0	1	XI-adm	indx	1880	0	indx
363	IRIS_313-10995	ASE_BAKKA_LOMPO	Indonesia	As5	0	1	XI-3	ind3	1885	0	ind3
364	IRIS_313-10997	CEMPO_MANGGAR	Indonesia	As5	0	1	XI-3	ind3	1887	0	ind3
365	IRIS_313-11076	LAI_NOK_KHA	Laos	As4	0	1	XI-3	ind3	1965	0	ind3
366	IRIS_313-11079	PHAN_PHAE	Laos	As4	0	1	XI-3	ind3	1968	0	ind3
367	IRIS_313-11081	THAO_LOUANG	Laos	As4	0	1	XI-3	ind3	1970	0	ind3
368	IRIS_313-11083	EA_TIA	Laos	As4	0	1	XI-3	ind3	1972	0	ind3
369	IRIS_313-11085	KHAO_HAE	Laos	As4	0	1	XI-adm	indx	1974	0	indx
370	IRIS_313-11089	SRAU_THMOR	Cambodia	As4	0	1	XI-3	ind3	1978	0	ind3
371	IRIS_313-11097	KALAGNON	Philippines	As5	0	1	XI-adm	indx	1986	0	indx
372	IRIS_313-11113	KAL_SHULI	Bangladesh	As2c	0	1	XI-2	ind2	2002	0	ind2
373	IRIS_313-11118	SOC_NAU_(BIEN_THE)	Vietnam	As4	0	1	XI-3	ind3	2007	0	ind3
374	IRIS_313-11162	SABRAN	Indonesia	As5	0	1	XI-1B	ind1B	2051	0	ind1B
375	IRIS_313-11205	KAZALSAIL	Bangladesh	As2c	0	1	XI-2	ind2	2088	0	ind2
376	IRIS_313-11206	KUMRI	Bangladesh	As2c	0	1	XI-adm	indx	2089	0	indx
377	IRIS_313-11234	LIGUNGTUNG	Philippines	As5	0	1	XI-adm	indx	2116	0	indx
378	IRIS_313-11255	ARC_7056	India	As2e	0	1	XI-adm	indx	2137	0	indx
379	IRIS_313-11256	ARC_12411	India	As2e	0	1	XI-adm	indx	2138	0	indx
380	IRIS_313-11260	ARC_13591	India	As2e	0	1	XI-adm	indx	2142	0	indx
381	IRIS_313-11261	ARC_13785	India	As2e	0	1	XI-adm	indx	2143	0	indx
382	IRIS_313-11262	ARC_13888	India	As2e	0	1	XI-adm	indx	2144	0	indx
383	IRIS_313-11264	ARC_13934	India	As2e	0	1	XI-adm	indx	2146	0	indx
384	IRIS_313-11266	ARC_14347	India	As2e	0	1	XI-adm	indx	2148	0	indx
385	IRIS_313-11267	ARC_14358	India	As2e	0	1	XI-2	ind2	2149	0	ind2
386	IRIS_313-11271	ARC_14737	India	As2e	0	1	XI-2	ind2	2153	0	ind2
387	IRIS_313-11273	ARC_14860	India	As2e	0	1	XI-adm	indx	2155	0	indx
388	IRIS_313-11275	ARC_14975	India	As2e	0	1	XI-adm	indx	2157	0	indx
389	IRIS_313-11276	ARC_15063	India	As2e	0	1	XI-adm	indx	2158	0	indx
390	IRIS_313-11278	ARC_15319	India	As2e	0	1	XI-adm	indx	2160	0	indx
391	IRIS_313-11279	ARC_15455	India	As2e	0	1	XI-adm	indx	2161	0	indx
392	IRIS_313-11280	ARC_15486	India	As2e	0	1	XI-adm	indx	2162	0	indx
393	IRIS_313-11281	ARC_15505	India	As2e	0	1	XI-1A	ind1A	2163	0	ind1A
394	IRIS_313-11282	ARC_15589	India	As2e	0	1	XI-2	ind2	2164	0	ind2
395	IRIS_313-11283	ARC_15743	India	As2e	0	1	XI-adm	indx	2165	0	indx
396	IRIS_313-11284	ARC_18001	India	As2e	0	1	XI-adm	indx	2166	0	indx
397	IRIS_313-11286	ARC_18325	India	As2e	0	1	XI-adm	indx	2168	0	indx
398	IRIS_313-11287	ARC_18371	India	As2e	0	1	XI-adm	indx	2169	0	indx
399	IRIS_313-11288	ARC_18434	India	As2e	0	1	XI-adm	indx	2170	0	indx
400	IRIS_313-11292	ARC_10120	India	As2e	0	1	XI-adm	indx	2174	0	indx
401	IRIS_313-11294	ARC_11245	India	As2e	0	1	XI-2	ind2	2176	0	ind2
402	IRIS_313-11296	ARC_12800	India	As2e	0	1	XI-adm	indx	2178	0	indx
403	IRIS_313-11299	ARC_14299	India	As2e	0	1	XI-adm	indx	2181	0	indx
404	IRIS_313-11300	ARC_14709	India	As2e	0	1	XI-2	ind2	2182	0	ind2
405	IRIS_313-11301	ARC_14868	India	As2e	0	1	XI-2	ind2	2183	0	ind2
406	IRIS_313-11303	ARC_15097	India	As2e	0	1	XI-adm	indx	2185	0	indx
407	IRIS_313-11304	ARC_15163	India	As2e	0	1	XI-adm	indx	2186	0	indx
408	IRIS_313-11305	ARC_15373	India	As2e	0	1	XI-adm	indx	2187	0	indx
409	IRIS_313-11306	ARC_15385	India	As2e	0	1	XI-adm	indx	2188	0	indx
410	IRIS_313-11307	ARC_15387	India	As2e	0	1	XI-adm	indx	2189	0	indx
411	IRIS_313-11308	ARC_15403	India	As2e	0	1	XI-2	ind2	2190	0	ind2
412	IRIS_313-11309	ARC_15862	India	As2e	0	1	XI-adm	indx	2191	0	indx
413	IRIS_313-11310	ARC_15929	India	As2e	0	1	XI-2	ind2	2192	0	ind2
414	IRIS_313-11316	RANTAT	Indonesia	As5	0	1	XI-3	ind3	2198	0	ind3
415	IRIS_313-11321	GANDHISAIL	Bangladesh	As2c	0	1	XI-2	ind2	2203	0	ind2
416	IRIS_313-11338	LOBANG_(WHITE)	Philippines	As5	0	1	XI-adm	indx	2218	0	indx
417	IRIS_313-11345	WAGWAG	Philippines	As5	0	1	XI-adm	indx	2225	0	indx
418	IRIS_313-11346	WAGWAG_PUTI	Philippines	As5	0	1	XI-1B	ind1B	2226	0	ind1B
419	IRIS_313-11347	WAGWAG_RAOIS	Philippines	As5	0	1	XI-adm	indx	2227	0	indx
420	IRIS_313-11382	HONDERAWALA	SriLanka	As2	0	1	XI-adm	indx	2260	0	indx
421	IRIS_313-11383	CHIEM_NGAN	Vietnam	As4	0	1	XI-adm	indx	2261	0	indx
422	IRIS_313-11386	KHAO_DAWK_MALI_TIA	Thailand	As4	0	1	XI-3	ind3	2264	0	ind3
423	IRIS_313-11407	BATCHA_BHOG_(SCENTED)	India	As2a	0	1	XI-2	ind2	2285	0	ind2
424	IRIS_313-11442	ARC_18502	India	As2e	0	1	XI-adm	indx	2317	0	indx
425	IRIS_313-11443	ARC_18533	India	As2e	0	1	XI-adm	indx	2318	0	indx
426	IRIS_313-11447	TUNAGANNAPNANG	India	As2a	0	1	XI-adm	indx	2321	0	indx
427	IRIS_313-11461	VAIKATHARYAN	India	As2a	0	1	XI-2	ind2	2332	0	ind2
428	IRIS_313-11467	MACAPAGAL	Philippines	As5	0	1	XI-3	ind3	2337	0	ind3
429	IRIS_313-11472	BANGBANG	Philippines	As5	0	1	XI-3	ind3	2339	0	ind3
430	IRIS_313-11490	ARC_15480	India	As2e	0	1	XI-adm	indx	2354	0	indx
431	IRIS_313-11493	AR_133	India	As2a	0	1	XI-adm	indx	2357	0	indx
432	IRIS_313-11521	TAN_NONG	Vietnam	As4	0	1	XI-adm	indx	2377	0	indx
433	IRIS_313-11530	JAO_KHAO	Thailand	As4	0	1	XI-3	ind3	2385	0	ind3
434	IRIS_313-11558	NULI	Bangladesh	As2c	0	1	XI-2	ind2	2408	0	ind2
435	IRIS_313-11561	BANGLA	Nepal	As2b	0	1	XI-2	ind2	2409	0	ind2
436	IRIS_313-11565	KUSUM_KATIKI	Nepal	As2b	0	1	XI-2	ind2	2412	0	ind2
437	IRIS_313-11622	JUAN_YE_LAI	China	As6	0	1	XI-1A	ind1A	2456	0	ind1A
438	IRIS_313-11624	ANADI_WHITE	Nepal	As2b	0	1	XI-1A	ind1A	2458	0	ind1A
439	IRIS_313-11635	GAM_PERNG	Thailand	As4	0	1	XI-3	ind3	2466	0	ind3
440	IRIS_313-11638	NCS_331	India	As2a	0	1	XI-2	ind2	2468	0	ind2
441	IRIS_313-11642	NCS_599	India	As2a	0	1	XI-2	ind2	2472	0	ind2
442	IRIS_313-11645	NCS_766	India	As2a	0	1	XI-2	ind2	2475	0	ind2
443	IRIS_313-11646	NCS_771_A	India	As2a	0	1	XI-2	ind2	2476	0	ind2
444	IRIS_313-11647	NCS_809_A	India	As2a	0	1	XI-2	ind2	2477	0	ind2
445	IRIS_313-11648	NCS_830	India	As2a	0	1	XI-2	ind2	2478	0	ind2
446	IRIS_313-11664	CUN_GU_NUO	China	As6	0	1	XI-adm	indx	2492	0	indx
447	IRIS_313-11665	JIN_HUA_258	China	As6	0	1	XI-1A	ind1A	2493	0	ind1A
448	IRIS_313-11666	LONG_GE_33	China	As6	0	1	XI-adm	indx	2494	0	indx
449	IRIS_313-11667	LUO_AI_ZAO_3	China	As6	0	1	XI-1A	ind1A	2495	0	ind1A
450	IRIS_313-11668	RONG_DAO_4	China	As6	0	1	XI-1A	ind1A	2496	0	ind1A
451	IRIS_313-11674	BEUA_KAE	Thailand	As4	0	1	XI-3	ind3	2501	0	ind3
452	IRIS_313-11677	E_NAWN_KHAO	Thailand	As4	0	1	XI-3	ind3	2503	0	ind3
453	IRIS_313-11679	GASET_BOW	Thailand	As4	0	1	XI-3	ind3	2505	0	ind3
454	IRIS_313-11681	KHAO'_PAWM	Thailand	As4	0	1	XI-3	ind3	2507	0	ind3
455	IRIS_313-11683	NIAW_KHIAW_NGOO	Thailand	As4	0	1	XI-3	ind3	2509	0	ind3
456	IRIS_313-11684	OB_CHUEY	Thailand	As4	0	1	XI-3	ind3	2510	0	ind3
457	IRIS_313-11685	PLAWNG_SAENG	Thailand	As4	0	1	XI-3	ind3	2511	0	ind3
458	IRIS_313-11686	QUAHNG_LUANG	Thailand	As4	0	1	XI-3	ind3	2512	0	ind3
459	IRIS_313-11687	SA_GAE	Thailand	As4	0	1	XI-3	ind3	2513	0	ind3
460	IRIS_313-11692	CHIAYI_WU-K'O	Taiwan	As6	0	1	XI-1A	ind1A	2518	0	ind1A
461	IRIS_313-11693	CHING_CH'UNG	Taiwan	As6	0	1	XI-adm	indx	2519	0	indx
462	IRIS_313-11700	DAW_NOK_KAEN	Thailand	As4	0	1	XI-3	ind3	2523	0	ind3
463	IRIS_313-11704	BAHN_DAENG	Thailand	As4	0	1	XI-3	ind3	2525	0	ind3
464	IRIS_313-11705	DAWK_PUD_KHAO	Thailand	As4	0	1	XI-3	ind3	2526	0	ind3
465	IRIS_313-11706	KHAO'_NOK_4	Thailand	As4	0	1	XI-3	ind3	2527	0	ind3
466	IRIS_313-11707	KHAO_SAHKORN	Thailand	As4	0	1	XI-3	ind3	2528	0	ind3
467	IRIS_313-11708	KHAO_YAI_GUANG	Thailand	As4	0	1	XI-3	ind3	2529	0	ind3
468	IRIS_313-11709	LEUANG_KHAJAWN	Thailand	As4	0	1	XI-3	ind3	2530	0	ind3
469	IRIS_313-11710	LEUANG_MAI	Thailand	As4	0	1	XI-3	ind3	2531	0	ind3
470	IRIS_313-11711	RAI_MAHK_MEUANG	Thailand	As4	0	1	XI-3	ind3	2532	0	ind3
471	IRIS_313-11717	JATI_MANI	Indonesia	As5	0	1	XI-adm	indx	2537	0	indx
472	IRIS_313-11719	DAWK_PUT	Thailand	As4	0	1	XI-3	ind3	2538	0	ind3
473	IRIS_313-11722	KABERI	Bangladesh	As2c	0	1	XI-adm	indx	2541	0	indx
474	IRIS_313-11727	HONG_YANG_ZAO_3	China	As6	0	1	XI-1A	ind1A	2546	0	ind1A
475	IRIS_313-11728	LUO_SI_ZHAN	China	As6	0	1	XI-3	ind3	2547	0	ind3
476	IRIS_313-11730	QING_ER_XIAO_2	China	As6	0	1	XI-adm	indx	2549	0	indx
477	IRIS_313-11731	QING_TAI_AI	China	As6	0	1	XI-adm	indx	2550	0	indx
478	IRIS_313-11732	QING_ZAO_3	China	As6	0	1	XI-1A	ind1A	2551	0	ind1A
479	IRIS_313-11733	SHUANG_BAI_AI_2	China	As6	0	1	XI-1A	ind1A	2552	0	ind1A
480	IRIS_313-11734	SI_CHAO_1	China	As6	0	1	XI-1A	ind1A	2553	0	ind1A
481	IRIS_313-11738	PAUNDRI	India	As2a	0	1	XI-2	ind2	2557	0	ind2
482	IRIS_313-11741	HERATH_BANDA	SriLanka	As2	0	1	XI-2	ind2	2560	0	ind2
483	IRIS_313-11744	AI_JIAO_AO_FAN_ZI	China	As6	0	1	XI-adm	indx	2563	0	indx
484	IRIS_313-11745	AN_FU_ZHAN	China	As6	0	1	XI-1A	ind1A	2564	0	ind1A
485	IRIS_313-11746	E_2070	China	As6	0	1	XI-1A	ind1A	2565	0	ind1A
486	IRIS_313-11747	E_4197	China	As6	0	1	XI-adm	indx	2566	0	indx
487	IRIS_313-11748	GAO_JIAO_YING_GAN_ZHAN	China	As6	0	1	XI-adm	indx	2567	0	indx
488	IRIS_313-11750	L_10595	China	As6	0	1	XI-adm	indx	2568	0	indx
489	IRIS_313-11751	L_10833	China	As6	0	1	XI-adm	indx	2569	0	indx
490	IRIS_313-11752	M_6034-1	China	As6	0	1	XI-1A	ind1A	2570	0	ind1A
491	IRIS_313-11753	XIANG_CHANG_ZAO	China	As6	0	1	XI-1A	ind1A	2571	0	ind1A
492	IRIS_313-11795	DA_GU_AI_7	China	As6	0	1	XI-1A	ind1A	2603	0	ind1A
493	IRIS_313-11796	DU_GEN_CHUAN	China	As6	0	1	XI-1A	ind1A	2604	0	ind1A
494	IRIS_313-11797	E_ZI_32	China	As6	0	1	XI-1A	ind1A	2605	0	ind1A
495	IRIS_313-11798	E_ZI_100	China	As6	0	1	XI-1B	ind1B	2606	0	ind1B
496	IRIS_313-11799	E_ZI_110	China	As6	0	1	XI-1A	ind1A	2607	0	ind1A
497	IRIS_313-11801	FAN_WU	China	As6	0	1	XI-adm	indx	2609	0	indx
498	IRIS_313-11802	JIE_CAO_ZHAN	China	As6	0	1	XI-1A	ind1A	2610	0	ind1A
499	IRIS_313-11804	QUN_XUAN_ZAO	China	As6	0	1	XI-1A	ind1A	2612	0	ind1A
500	IRIS_313-11805	XI_HONG_GU	China	As6	0	1	XI-1A	ind1A	2613	0	ind1A
501	IRIS_313-11806	78_XUAN_WU	China	As6	0	1	XI-1A	ind1A	2614	0	ind1A
502	IRIS_313-11816	KARILETYONE	Myanmar	As3	0	1	XI-adm	indx	2624	0	indx
503	IRIS_313-11817	KHAOSAING	Myanmar	As3	0	1	XI-adm	indx	2625	0	indx
504	IRIS_313-11819	PADINTHUMA	Myanmar	As3	0	1	XI-3	ind3	2627	0	ind3
505	IRIS_313-11820	PAKISTANHMWE	Myanmar	As3	0	1	XI-3	ind3	2628	0	ind3
506	IRIS_313-11822	BHONDU_PAREWA	India	As2a	0	1	XI-2	ind2	2630	0	ind2
507	IRIS_313-11823	BHU_BHUSI	India	As2a	0	1	XI-2	ind2	2631	0	ind2
508	IRIS_313-11824	DHANIYA_PHOOL	India	As2a	0	1	XI-2	ind2	2632	0	ind2
509	IRIS_313-11833	BOO_MAE	Thailand	As4	0	1	XI-3	ind3	2641	0	ind3
510	IRIS_313-11835	E_NOI_NAH	Thailand	As4	0	1	XI-adm	indx	2643	0	indx
511	IRIS_313-11836	KHAO_KO_RAOH	Thailand	As4	0	1	XI-3	ind3	2644	0	ind3
512	IRIS_313-11840	NIAW_NAHK_KRAD	Thailand	As4	0	1	XI-3	ind3	2648	0	ind3
513	IRIS_313-11842	NIAW_YUANG_KHANUN	Thailand	As4	0	1	XI-3	ind3	2650	0	ind3
514	IRIS_313-11848	PULUT_BURUNG	Malaysia	As4	0	1	XI-3	ind3	2655	0	ind3
515	IRIS_313-11854	CHI_GU	China	As6	0	1	XI-1A	ind1A	2661	0	ind1A
516	IRIS_313-11866	JIANG_ER_ZAO	China	As6	0	1	XI-1A	ind1A	2672	0	ind1A
517	IRIS_313-11867	KE_SHU_BAI	China	As6	0	1	XI-1A	ind1A	2673	0	ind1A
518	IRIS_313-11870	NAN_JING_XIAO_DAO	China	As6	0	1	XI-1A	ind1A	2676	0	ind1A
519	IRIS_313-11877	AN_NAN_ZAO	China	As6	0	1	XI-1A	ind1A	2681	0	ind1A
520	IRIS_313-11878	BAI_RI_XIAN	China	As6	0	1	XI-1A	ind1A	2682	0	ind1A
521	IRIS_313-11882	MAN_TIAN_QING	China	As6	0	1	XI-1A	ind1A	2684	0	ind1A
522	IRIS_313-11909	HONG_MI_JIU_GONG_JI	China	As6	0	1	XI-1A	ind1A	2709	0	ind1A
523	IRIS_313-11916	MUDALIGA_WEE	SriLanka	As2	0	1	XI-2	ind2	2716	0	ind2
524	IRIS_313-11918	DILBAKSH	India	As2a	0	1	XI-2	ind2	2718	0	ind2
525	IRIS_313-11919	LAKHA_KUAR	India	As2a	0	1	XI-2	ind2	2719	0	ind2
526	IRIS_313-11935	KONG_KHSACH_BANG_KATT	Cambodia	As4	0	1	XI-3	ind3	2734	0	ind3
527	IRIS_313-11945	MALIKULI	Bangladesh	As2c	0	1	XI-2	ind2	2743	0	ind2
528	IRIS_313-11949	LIU_HE_XI_HE	China	As6	0	1	XI-1A	ind1A	2747	0	ind1A
529	IRIS_313-11950	MI_GU	China	As6	0	1	XI-1A	ind1A	2748	0	ind1A
530	IRIS_313-11953	SAN_BAO_GU	China	As6	0	1	XI-1A	ind1A	2751	0	ind1A
531	IRIS_313-11955	YE_DA_GU	China	As6	0	1	XI-1A	ind1A	2753	0	ind1A
532	IRIS_313-11959	KAGIOS_PUTI	Philippines	As5	0	1	XI-3	ind3	2757	0	ind3
533	IRIS_313-11966	QI_GU	China	As6	0	1	XI-1A	ind1A	2764	0	ind1A
534	IRIS_313-11989	TAMBAS_JANGKOK	BruneiDarussalam	As4	0	1	XI-3	ind3	2786	0	ind3
535	IRIS_313-11999	KAUN_TREI	Cambodia	As4	0	1	XI-3	ind3	2796	0	ind3
536	IRIS_313-12000	LAANG	Cambodia	As4	0	1	XI-3	ind3	2797	0	ind3
537	IRIS_313-12010	YAN_ZHAN	China	As6	0	1	XI-1A	ind1A	2805	0	ind1A
538	IRIS_313-12033	GAO_JIAO_HONG	China	As6	0	1	XI-1A	ind1A	2821	0	ind1A
539	IRIS_313-12040	NEANG_LAU	Cambodia	As4	0	1	XI-3	ind3	2826	0	ind3
540	IRIS_313-12041	NOU	Cambodia	As4	0	1	XI-3	ind3	2827	0	ind3
541	IRIS_313-12044	SAR_SIEM	Cambodia	As4	0	1	XI-3	ind3	2830	0	ind3
542	IRIS_313-12048	LIMA	Indonesia	As5	0	1	XI-3	ind3	2834	0	ind3
543	IRIS_313-12058	KUL_REUSEI	Cambodia	As4	0	1	XI-3	ind3	2843	0	ind3
544	IRIS_313-12097	NEANG_MINH	Cambodia	As4	0	1	XI-3	ind3	2869	0	ind3
545	IRIS_313-12121	CHA_LIENG	Laos	As4	0	1	XI-3	ind3	2875	0	ind3
546	IRIS_313-12127	INPONG	Laos	As4	0	1	XI-3	ind3	2876	0	ind3
547	IRIS_313-12128	HMA_GNENG	Laos	As4	0	1	XI-3	ind3	2877	0	ind3
548	IRIS_313-12146	AM_BEUS	Cambodia	As4	0	1	XI-adm	indx	2890	0	indx
549	IRIS_313-12190	CHAO_KHAW_NYAO	Laos	As4	0	1	XI-adm	indx	2904	0	indx
550	IRIS_313-12220	CHAO_KHIE_KHOUAY	Laos	As4	0	1	XI-adm	indx	2911	0	indx
551	IRIS_313-12234	ANLINGWUBAILI	China	As6	0	1	XI-1B	ind1B	2922	0	ind1B
552	IRIS_313-12268	MAYATAUNG	Myanmar	As3	0	1	XI-adm	indx	2944	0	indx
553	IRIS_313-12269	SHWEWARHNAN	Myanmar	As3	0	1	XI-adm	indx	2945	0	indx
554	IRIS_313-12275	MAGU	China	As6	0	1	XI-adm	indx	2950	0	indx
555	IRIS_313-12287	KAUK_HNYINGWA	Myanmar	As3	0	1	XI-3	ind3	2960	0	ind3
556	IRIS_313-12288	NGWE_TOE_KYE	Myanmar	As3	0	1	XI-3	ind3	2961	0	ind3
557	IRIS_313-12291	NGA_CHEKH_FAT	Myanmar	As3	0	1	XI-adm	indx	2964	0	indx
558	IRIS_313-12300	NGAM_KON_DAM	Laos	As4	0	1	XI-adm	indx	2969	0	indx
559	IRIS_313-12305	PA_KHENG_KHAW	Laos	As4	0	1	XI-3	ind3	2973	0	ind3
